report_name,year,scope,page,value,unit,unit_normalized,label,status,scopes_present
cubesmart reit_2021_report,2019,2mb,,,,,,partial,1+2lb
cubesmart reit_2021_report,2020,2mb,,,,,,partial,1+2lb
cubesmart reit_2021_report,2021,2mb,,,,,,partial,1+2lb
cubesmart reit_2021_report,2022,2mb,,,,,,partial,1+2lb
cubesmart reit_2021_report,2013,3,,,,,,partial,1+2lb
cubesmart reit_2021_report,2014,3,,,,,,partial,1+2lb
cubesmart reit_2021_report,2015,3,,,,,,partial,1+2lb
cubesmart reit_2021_report,2016,3,,,,,,partial,1+2lb
cubesmart reit_2021_report,2017,3,,,,,,partial,1+2lb
cubesmart reit_2021_report,2018,3,,,,,,partial,1+2lb
cubesmart reit_2021_report,2019,3,,,,,,partial,1+2lb
cubesmart reit_2021_report,2020,3,,,,,,partial,1+2lb
cubesmart reit_2021_report,2021,3,,,,,,partial,1+2lb
cubesmart reit_2021_report,2022,3,,,,,,partial,1+2lb
customer bank_2020_report,2013,1,,,,,,useless,
customer bank_2020_report,2014,1,,,,,,useless,
customer bank_2020_report,2015,1,,,,,,useless,
customer bank_2020_report,2016,1,,,,,,useless,
customer bank_2020_report,2017,1,,,,,,useless,
customer bank_2020_report,2018,1,,,,,,useless,
customer bank_2020_report,2019,1,,,,,,useless,
customer bank_2020_report,2020,1,,,,,,useless,
customer bank_2020_report,2021,1,,,,,,useless,
customer bank_2020_report,2022,1,,,,,,useless,
customer bank_2020_report,2013,2lb,,,,,,useless,
customer bank_2020_report,2014,2lb,,,,,,useless,
customer bank_2020_report,2015,2lb,,,,,,useless,
customer bank_2020_report,2016,2lb,,,,,,useless,
customer bank_2020_report,2017,2lb,,,,,,useless,
customer bank_2020_report,2018,2lb,,,,,,useless,
customer bank_2020_report,2019,2lb,,,,,,useless,
customer bank_2020_report,2020,2lb,,,,,,useless,
customer bank_2020_report,2021,2lb,,,,,,useless,
customer bank_2020_report,2022,2lb,,,,,,useless,
customer bank_2020_report,2013,2mb,,,,,,useless,
customer bank_2020_report,2014,2mb,,,,,,useless,
customer bank_2020_report,2015,2mb,,,,,,useless,
customer bank_2020_report,2016,2mb,,,,,,useless,
customer bank_2020_report,2017,2mb,,,,,,useless,
customer bank_2020_report,2018,2mb,,,,,,useless,
customer bank_2020_report,2019,2mb,,,,,,useless,
customer bank_2020_report,2020,2mb,,,,,,useless,
customer bank_2020_report,2021,2mb,,,,,,useless,
customer bank_2020_report,2022,2mb,,,,,,useless,
customer bank_2020_report,2013,3,,,,,,useless,
customer bank_2020_report,2014,3,,,,,,useless,
customer bank_2020_report,2015,3,,,,,,useless,
customer bank_2020_report,2016,3,,,,,,useless,
customer bank_2020_report,2017,3,,,,,,useless,
customer bank_2020_report,2018,3,,,,,,useless,
customer bank_2020_report,2019,3,,,,,,useless,
customer bank_2020_report,2020,3,,,,,,useless,
customer bank_2020_report,2021,3,,,,,,useless,
customer bank_2020_report,2022,3,,,,,,useless,
cytokinetics inc_2022_report,2013,1,,,,,,partial,1+2lb
cytokinetics inc_2022_report,2014,1,,,,,,partial,1+2lb
cytokinetics inc_2022_report,2015,1,,,,,,partial,1+2lb
cytokinetics inc_2022_report,2016,1,,,,,,partial,1+2lb
cytokinetics inc_2022_report,2017,1,,,,,,partial,1+2lb
cytokinetics inc_2022_report,2018,1,,,,,,partial,1+2lb
cytokinetics inc_2022_report,2019,1,,,,,,partial,1+2lb
cytokinetics inc_2022_report,2020,1,,,,,,partial,1+2lb
cytokinetics inc_2022_report,2021,1,,,,,,partial,1+2lb
cytokinetics inc_2022_report,2022,1,22,0.67,metric kilotons CO2e,kt CO2e,"Scope 1 - fuels, natural gas, refrigerants/Scope 1 (fuels, natural gas, refrigerants)",partial,1+2lb
cytokinetics inc_2022_report,2013,2lb,,,,,,partial,1+2lb
cytokinetics inc_2022_report,2014,2lb,,,,,,partial,1+2lb
cytokinetics inc_2022_report,2015,2lb,,,,,,partial,1+2lb
cytokinetics inc_2022_report,2016,2lb,,,,,,partial,1+2lb
cytokinetics inc_2022_report,2017,2lb,,,,,,partial,1+2lb
cytokinetics inc_2022_report,2018,2lb,,,,,,partial,1+2lb
cytokinetics inc_2022_report,2019,2lb,,,,,,partial,1+2lb
cytokinetics inc_2022_report,2020,2lb,,,,,,partial,1+2lb
cytokinetics inc_2022_report,2021,2lb,,,,,,partial,1+2lb
cytokinetics inc_2022_report,2022,2lb,22,0.83,metric kilotons CO2e,kt CO2e,Scope 2 - electricity use/Scope 2 (electricity use),partial,1+2lb
cytokinetics inc_2022_report,2013,2mb,,,,,,partial,1+2lb
cytokinetics inc_2022_report,2014,2mb,,,,,,partial,1+2lb
cytokinetics inc_2022_report,2015,2mb,,,,,,partial,1+2lb
cytokinetics inc_2022_report,2016,2mb,,,,,,partial,1+2lb
cytokinetics inc_2022_report,2017,2mb,,,,,,partial,1+2lb
cytokinetics inc_2022_report,2018,2mb,,,,,,partial,1+2lb
cytokinetics inc_2022_report,2019,2mb,,,,,,partial,1+2lb
cytokinetics inc_2022_report,2020,2mb,,,,,,partial,1+2lb
cytokinetics inc_2022_report,2021,2mb,,,,,,partial,1+2lb
cytokinetics inc_2022_report,2022,2mb,,,,,,partial,1+2lb
cytokinetics inc_2022_report,2013,3,,,,,,partial,1+2lb
cytokinetics inc_2022_report,2014,3,,,,,,partial,1+2lb
cytokinetics inc_2022_report,2015,3,,,,,,partial,1+2lb
cytokinetics inc_2022_report,2016,3,,,,,,partial,1+2lb
cytokinetics inc_2022_report,2017,3,,,,,,partial,1+2lb
cytokinetics inc_2022_report,2018,3,,,,,,partial,1+2lb
cytokinetics inc_2022_report,2019,3,,,,,,partial,1+2lb
cytokinetics inc_2022_report,2020,3,,,,,,partial,1+2lb
cytokinetics inc_2022_report,2021,3,,,,,,partial,1+2lb
cytokinetics inc_2022_report,2022,3,,,,,,partial,1+2lb
Daimler_2020_report,2013,1,,,,,,partial,1+2lb+2mb
Daimler_2020_report,2014,1,,,,,,partial,1+2lb+2mb
Daimler_2020_report,2015,1,,,,,,partial,1+2lb+2mb
Daimler_2020_report,2016,1,63,1056.0,thousand tonnes,kt,CO2 direct (Scope 1),partial,1+2lb+2mb
Daimler_2020_report,2017,1,63,1192.0,thousand tonnes,kt,CO2 direct (Scope 1),partial,1+2lb+2mb
Daimler_2020_report,2018,1,63,1247.0,thousand tonnes,kt,CO2 direct (Scope 1),partial,1+2lb+2mb
Daimler_2020_report,2019,1,63,1239.0,thousand tonnes,kt,CO2 direct (Scope 1),partial,1+2lb+2mb
Daimler_2020_report,2020,1,63,1027.0,thousand tonnes,kt,CO2 direct (Scope 1),partial,1+2lb+2mb
Daimler_2020_report,2021,1,,,,,,partial,1+2lb+2mb
Daimler_2020_report,2022,1,,,,,,partial,1+2lb+2mb
Daimler_2020_report,2013,2lb,,,,,,partial,1+2lb+2mb
Daimler_2020_report,2014,2lb,,,,,,partial,1+2lb+2mb
Daimler_2020_report,2015,2lb,,,,,,partial,1+2lb+2mb
Daimler_2020_report,2016,2lb,63,2141.0,"CO2 emissions from energy consumption (in 1,000 t)","CO2 emissions from energy consumption (in 1,000 t)",CO2 indirect (Scope 2) - location-based,partial,1+2lb+2mb
Daimler_2020_report,2017,2lb,63,2041.0,"CO2 emissions from energy consumption (in 1,000 t)","CO2 emissions from energy consumption (in 1,000 t)",CO2 indirect (Scope 2) - location-based,partial,1+2lb+2mb
Daimler_2020_report,2018,2lb,63,1985.0,"CO2 emissions from energy consumption (in 1,000 t)","CO2 emissions from energy consumption (in 1,000 t)",CO2 indirect (Scope 2) - location-based,partial,1+2lb+2mb
Daimler_2020_report,2019,2lb,63,1706.0,"CO2 emissions from energy consumption (in 1,000 t)","CO2 emissions from energy consumption (in 1,000 t)",CO2 indirect (Scope 2) - location-based,partial,1+2lb+2mb
Daimler_2020_report,2020,2lb,63,1492.0,"CO2 emissions from energy consumption (in 1,000 t)","CO2 emissions from energy consumption (in 1,000 t)",CO2 indirect (Scope 2) - location-based,partial,1+2lb+2mb
Daimler_2020_report,2021,2lb,,,,,,partial,1+2lb+2mb
Daimler_2020_report,2022,2lb,,,,,,partial,1+2lb+2mb
Daimler_2020_report,2013,2mb,,,,,,partial,1+2lb+2mb
Daimler_2020_report,2014,2mb,,,,,,partial,1+2lb+2mb
Daimler_2020_report,2015,2mb,,,,,,partial,1+2lb+2mb
Daimler_2020_report,2016,2mb,63,1882.0,thousand tonnes,kt,CO2 indirect (Scope 2) - market-based,partial,1+2lb+2mb
Daimler_2020_report,2017,2mb,63,1763.0,thousand tonnes,kt,CO2 indirect (Scope 2) - market-based,partial,1+2lb+2mb
Daimler_2020_report,2018,2mb,63,1687.0,thousand tonnes,kt,CO2 indirect (Scope 2) - market-based,partial,1+2lb+2mb
Daimler_2020_report,2019,2mb,63,1276.0,thousand tonnes,kt,CO2 indirect (Scope 2) - market-based,partial,1+2lb+2mb
Daimler_2020_report,2020,2mb,63,1035.0,thousand tonnes,kt,CO2 indirect (Scope 2) - market-based,partial,1+2lb+2mb
Daimler_2020_report,2021,2mb,,,,,,partial,1+2lb+2mb
Daimler_2020_report,2022,2mb,,,,,,partial,1+2lb+2mb
Daimler_2020_report,2013,3,,,,,,partial,1+2lb+2mb
Daimler_2020_report,2014,3,,,,,,partial,1+2lb+2mb
Daimler_2020_report,2015,3,,,,,,partial,1+2lb+2mb
Daimler_2020_report,2016,3,,,,,,partial,1+2lb+2mb
Daimler_2020_report,2017,3,,,,,,partial,1+2lb+2mb
Daimler_2020_report,2018,3,,,,,,partial,1+2lb+2mb
Daimler_2020_report,2019,3,,,,,,partial,1+2lb+2mb
Daimler_2020_report,2020,3,,,,,,partial,1+2lb+2mb
Daimler_2020_report,2021,3,,,,,,partial,1+2lb+2mb
Daimler_2020_report,2022,3,,,,,,partial,1+2lb+2mb
dalata hotel group_2019_report,2013,1,,,,,,useless,
dalata hotel group_2019_report,2014,1,,,,,,useless,
dalata hotel group_2019_report,2015,1,,,,,,useless,
dalata hotel group_2019_report,2016,1,,,,,,useless,
dalata hotel group_2019_report,2017,1,,,,,,useless,
dalata hotel group_2019_report,2018,1,,,,,,useless,
dalata hotel group_2019_report,2019,1,,,,,,useless,
dalata hotel group_2019_report,2020,1,,,,,,useless,
dalata hotel group_2019_report,2021,1,,,,,,useless,
dalata hotel group_2019_report,2022,1,,,,,,useless,
dalata hotel group_2019_report,2013,2lb,,,,,,useless,
dalata hotel group_2019_report,2014,2lb,,,,,,useless,
dalata hotel group_2019_report,2015,2lb,,,,,,useless,
dalata hotel group_2019_report,2016,2lb,,,,,,useless,
dalata hotel group_2019_report,2017,2lb,,,,,,useless,
dalata hotel group_2019_report,2018,2lb,,,,,,useless,
dalata hotel group_2019_report,2019,2lb,,,,,,useless,
dalata hotel group_2019_report,2020,2lb,,,,,,useless,
dalata hotel group_2019_report,2021,2lb,,,,,,useless,
dalata hotel group_2019_report,2022,2lb,,,,,,useless,
dalata hotel group_2019_report,2013,2mb,,,,,,useless,
dalata hotel group_2019_report,2014,2mb,,,,,,useless,
dalata hotel group_2019_report,2015,2mb,,,,,,useless,
dalata hotel group_2019_report,2016,2mb,,,,,,useless,
dalata hotel group_2019_report,2017,2mb,,,,,,useless,
dalata hotel group_2019_report,2018,2mb,,,,,,useless,
dalata hotel group_2019_report,2019,2mb,,,,,,useless,
dalata hotel group_2019_report,2020,2mb,,,,,,useless,
dalata hotel group_2019_report,2021,2mb,,,,,,useless,
dalata hotel group_2019_report,2022,2mb,,,,,,useless,
dalata hotel group_2019_report,2013,3,,,,,,useless,
dalata hotel group_2019_report,2014,3,,,,,,useless,
dalata hotel group_2019_report,2015,3,,,,,,useless,
dalata hotel group_2019_report,2016,3,,,,,,useless,
dalata hotel group_2019_report,2017,3,,,,,,useless,
dalata hotel group_2019_report,2018,3,,,,,,useless,
dalata hotel group_2019_report,2019,3,,,,,,useless,
dalata hotel group_2019_report,2020,3,,,,,,useless,
dalata hotel group_2019_report,2021,3,,,,,,useless,
dalata hotel group_2019_report,2022,3,,,,,,useless,
dampskibsselskabet norden_2019_report,2013,1,,,,,,partial,1+2lb+3
dampskibsselskabet norden_2019_report,2014,1,,,,,,partial,1+2lb+3
dampskibsselskabet norden_2019_report,2015,1,,,,,,partial,1+2lb+3
dampskibsselskabet norden_2019_report,2016,1,,,,,,partial,1+2lb+3
dampskibsselskabet norden_2019_report,2017,1,63,3757.0,"1,000 tonnes",kt,Direct CO2 emissions (Scope 1 GhG protocol),partial,1+2lb+3
dampskibsselskabet norden_2019_report,2018,1,63,3829.0,"1,000 tonnes",kt,Direct CO2 emissions (Scope 1 GhG protocol),partial,1+2lb+3
dampskibsselskabet norden_2019_report,2019,1,63,4088.0,"1,000 tonnes",kt,Direct CO2 emissions (Scope 1 GhG protocol),partial,1+2lb+3
dampskibsselskabet norden_2019_report,2020,1,,,,,,partial,1+2lb+3
dampskibsselskabet norden_2019_report,2021,1,,,,,,partial,1+2lb+3
dampskibsselskabet norden_2019_report,2022,1,,,,,,partial,1+2lb+3
dampskibsselskabet norden_2019_report,2013,2lb,,,,,,partial,1+2lb+3
dampskibsselskabet norden_2019_report,2014,2lb,,,,,,partial,1+2lb+3
dampskibsselskabet norden_2019_report,2015,2lb,,,,,,partial,1+2lb+3
dampskibsselskabet norden_2019_report,2016,2lb,,,,,,partial,1+2lb+3
dampskibsselskabet norden_2019_report,2017,2lb,63,0.4,"CO2 emissions (1,000 tonnes)","CO2 emissions (1,000 tonnes)",Indirect CO2 emissions (Scope 2 GhG protocol),partial,1+2lb+3
dampskibsselskabet norden_2019_report,2018,2lb,63,0.4,"CO2 emissions (1,000 tonnes)","CO2 emissions (1,000 tonnes)",Indirect CO2 emissions (Scope 2 GhG protocol),partial,1+2lb+3
dampskibsselskabet norden_2019_report,2019,2lb,63,0.2,"CO2 emissions (1,000 tonnes)","CO2 emissions (1,000 tonnes)",Indirect CO2 emissions (Scope 2 GhG protocol),partial,1+2lb+3
dampskibsselskabet norden_2019_report,2020,2lb,,,,,,partial,1+2lb+3
dampskibsselskabet norden_2019_report,2021,2lb,,,,,,partial,1+2lb+3
dampskibsselskabet norden_2019_report,2022,2lb,,,,,,partial,1+2lb+3
dampskibsselskabet norden_2019_report,2013,2mb,,,,,,partial,1+2lb+3
dampskibsselskabet norden_2019_report,2014,2mb,,,,,,partial,1+2lb+3
dampskibsselskabet norden_2019_report,2015,2mb,,,,,,partial,1+2lb+3
dampskibsselskabet norden_2019_report,2016,2mb,,,,,,partial,1+2lb+3
dampskibsselskabet norden_2019_report,2017,2mb,,,,,,partial,1+2lb+3
dampskibsselskabet norden_2019_report,2018,2mb,,,,,,partial,1+2lb+3
dampskibsselskabet norden_2019_report,2019,2mb,,,,,,partial,1+2lb+3
dampskibsselskabet norden_2019_report,2020,2mb,,,,,,partial,1+2lb+3
dampskibsselskabet norden_2019_report,2021,2mb,,,,,,partial,1+2lb+3
dampskibsselskabet norden_2019_report,2022,2mb,,,,,,partial,1+2lb+3
dampskibsselskabet norden_2019_report,2013,3,,,,,,partial,1+2lb+3
dampskibsselskabet norden_2019_report,2014,3,,,,,,partial,1+2lb+3
dampskibsselskabet norden_2019_report,2015,3,,,,,,partial,1+2lb+3
dampskibsselskabet norden_2019_report,2016,3,,,,,,partial,1+2lb+3
dampskibsselskabet norden_2019_report,2017,3,63,3.3,"1,000 tonnes",kt,Other indirect CO2 emissions (Scope 3 GhG protocol),partial,1+2lb+3
dampskibsselskabet norden_2019_report,2018,3,63,3.0,"1,000 tonnes",kt,Other indirect CO2 emissions (Scope 3 GhG protocol),partial,1+2lb+3
dampskibsselskabet norden_2019_report,2019,3,63,3.6,"1,000 tonnes",kt,Other indirect CO2 emissions (Scope 3 GhG protocol),partial,1+2lb+3
dampskibsselskabet norden_2019_report,2020,3,,,,,,partial,1+2lb+3
dampskibsselskabet norden_2019_report,2021,3,,,,,,partial,1+2lb+3
dampskibsselskabet norden_2019_report,2022,3,,,,,,partial,1+2lb+3
deutz ag_2020_report,2013,1,,,,,,useless,
deutz ag_2020_report,2014,1,,,,,,useless,
deutz ag_2020_report,2015,1,,,,,,useless,
deutz ag_2020_report,2016,1,,,,,,useless,
deutz ag_2020_report,2017,1,,,,,,useless,
deutz ag_2020_report,2018,1,,,,,,useless,
deutz ag_2020_report,2019,1,,,,,,useless,
deutz ag_2020_report,2020,1,,,,,,useless,
deutz ag_2020_report,2021,1,,,,,,useless,
deutz ag_2020_report,2022,1,,,,,,useless,
deutz ag_2020_report,2013,2lb,,,,,,useless,
deutz ag_2020_report,2014,2lb,,,,,,useless,
deutz ag_2020_report,2015,2lb,,,,,,useless,
deutz ag_2020_report,2016,2lb,,,,,,useless,
deutz ag_2020_report,2017,2lb,,,,,,useless,
deutz ag_2020_report,2018,2lb,,,,,,useless,
deutz ag_2020_report,2019,2lb,,,,,,useless,
deutz ag_2020_report,2020,2lb,,,,,,useless,
deutz ag_2020_report,2021,2lb,,,,,,useless,
deutz ag_2020_report,2022,2lb,,,,,,useless,
deutz ag_2020_report,2013,2mb,,,,,,useless,
deutz ag_2020_report,2014,2mb,,,,,,useless,
deutz ag_2020_report,2015,2mb,,,,,,useless,
deutz ag_2020_report,2016,2mb,,,,,,useless,
deutz ag_2020_report,2017,2mb,,,,,,useless,
deutz ag_2020_report,2018,2mb,,,,,,useless,
deutz ag_2020_report,2019,2mb,,,,,,useless,
deutz ag_2020_report,2020,2mb,,,,,,useless,
deutz ag_2020_report,2021,2mb,,,,,,useless,
deutz ag_2020_report,2022,2mb,,,,,,useless,
deutz ag_2020_report,2013,3,,,,,,useless,
deutz ag_2020_report,2014,3,,,,,,useless,
deutz ag_2020_report,2015,3,,,,,,useless,
deutz ag_2020_report,2016,3,,,,,,useless,
deutz ag_2020_report,2017,3,,,,,,useless,
deutz ag_2020_report,2018,3,,,,,,useless,
deutz ag_2020_report,2019,3,,,,,,useless,
deutz ag_2020_report,2020,3,,,,,,useless,
deutz ag_2020_report,2021,3,,,,,,useless,
deutz ag_2020_report,2022,3,,,,,,useless,
dic corp_2017_report,2013,1,,,,,,useless,
dic corp_2017_report,2014,1,,,,,,useless,
dic corp_2017_report,2015,1,,,,,,useless,
dic corp_2017_report,2016,1,,,,,,useless,
dic corp_2017_report,2017,1,,,,,,useless,
dic corp_2017_report,2018,1,,,,,,useless,
dic corp_2017_report,2019,1,,,,,,useless,
dic corp_2017_report,2020,1,,,,,,useless,
dic corp_2017_report,2021,1,,,,,,useless,
dic corp_2017_report,2022,1,,,,,,useless,
dic corp_2017_report,2013,2lb,,,,,,useless,
dic corp_2017_report,2014,2lb,,,,,,useless,
dic corp_2017_report,2015,2lb,,,,,,useless,
dic corp_2017_report,2016,2lb,,,,,,useless,
dic corp_2017_report,2017,2lb,,,,,,useless,
dic corp_2017_report,2018,2lb,,,,,,useless,
dic corp_2017_report,2019,2lb,,,,,,useless,
dic corp_2017_report,2020,2lb,,,,,,useless,
dic corp_2017_report,2021,2lb,,,,,,useless,
dic corp_2017_report,2022,2lb,,,,,,useless,
dic corp_2017_report,2013,2mb,,,,,,useless,
dic corp_2017_report,2014,2mb,,,,,,useless,
dic corp_2017_report,2015,2mb,,,,,,useless,
dic corp_2017_report,2016,2mb,,,,,,useless,
dic corp_2017_report,2017,2mb,,,,,,useless,
dic corp_2017_report,2018,2mb,,,,,,useless,
dic corp_2017_report,2019,2mb,,,,,,useless,
dic corp_2017_report,2020,2mb,,,,,,useless,
dic corp_2017_report,2021,2mb,,,,,,useless,
dic corp_2017_report,2022,2mb,,,,,,useless,
dic corp_2017_report,2013,3,,,,,,useless,
dic corp_2017_report,2014,3,,,,,,useless,
dic corp_2017_report,2015,3,,,,,,useless,
dic corp_2017_report,2016,3,,,,,,useless,
dic corp_2017_report,2017,3,,,,,,useless,
dic corp_2017_report,2018,3,,,,,,useless,
dic corp_2017_report,2019,3,,,,,,useless,
dic corp_2017_report,2020,3,,,,,,useless,
dic corp_2017_report,2021,3,,,,,,useless,
dic corp_2017_report,2022,3,,,,,,useless,
dksh holding_2021_report,2013,1,,,,,,complete,1+2lb+2mb+3
dksh holding_2021_report,2014,1,,,,,,complete,1+2lb+2mb+3
dksh holding_2021_report,2015,1,,,,,,complete,1+2lb+2mb+3
dksh holding_2021_report,2016,1,,,,,,complete,1+2lb+2mb+3
dksh holding_2021_report,2017,1,,,,,,complete,1+2lb+2mb+3
dksh holding_2021_report,2018,1,,,,,,complete,1+2lb+2mb+3
dksh holding_2021_report,2019,1,17,7589.0,metric tons CO2 equivalent,t CO2e,Fuel and refrigerants (Scope 1),complete,1+2lb+2mb+3
dksh holding_2021_report,2019,1,29,7589.0,metric tons CO2 equivalent,t CO2e,Fuel and refrigerants (Scope 1),complete,1+2lb+2mb+3
dksh holding_2021_report,2020,1,17,4970.0,metric tons CO2 equivalent,t CO2e,Fuel and refrigerants (Scope 1),complete,1+2lb+2mb+3
dksh holding_2021_report,2020,1,29,4970.0,metric tons CO2 equivalent,t CO2e,Fuel and refrigerants (Scope 1),complete,1+2lb+2mb+3
dksh holding_2021_report,2021,1,17,5046.0,metric tons CO2 equivalent,t CO2e,Fuel and refrigerants (Scope 1),complete,1+2lb+2mb+3
dksh holding_2021_report,2021,1,29,5046.0,metric tons CO2 equivalent,t CO2e,Fuel and refrigerants (Scope 1),complete,1+2lb+2mb+3
dksh holding_2021_report,2021,1,73,5046.0,t CO2e,t CO2e,Scope 1 emissions,complete,1+2lb+2mb+3
dksh holding_2021_report,2022,1,,,,,,complete,1+2lb+2mb+3
dksh holding_2021_report,2013,2lb,,,,,,complete,1+2lb+2mb+3
dksh holding_2021_report,2014,2lb,,,,,,complete,1+2lb+2mb+3
dksh holding_2021_report,2015,2lb,,,,,,complete,1+2lb+2mb+3
dksh holding_2021_report,2016,2lb,,,,,,complete,1+2lb+2mb+3
dksh holding_2021_report,2017,2lb,,,,,,complete,1+2lb+2mb+3
dksh holding_2021_report,2018,2lb,,,,,,complete,1+2lb+2mb+3
dksh holding_2021_report,2019,2lb,29,55318.0,metric tons CO2 equivalent,t CO2e,Electricity (Scope 2),complete,1+2lb+2mb+3
dksh holding_2021_report,2020,2lb,29,52906.0,metric tons CO2 equivalent,t CO2e,Electricity (Scope 2),complete,1+2lb+2mb+3
dksh holding_2021_report,2021,2lb,29,54521.0,metric tons CO2 equivalent,t CO2e,Electricity (Scope 2),complete,1+2lb+2mb+3
dksh holding_2021_report,2021,2lb,73,54521.0,t CO2e,t CO2e,Scope 2; gross location-based emissions for electricity,complete,1+2lb+2mb+3
dksh holding_2021_report,2021,2lb,74,54521.0,metric tonnes of CO2 equivalent,metric tonnes of CO2 equivalent,Scope 2 emissions,complete,1+2lb+2mb+3
dksh holding_2021_report,2022,2lb,,,,,,complete,1+2lb+2mb+3
dksh holding_2021_report,2013,2mb,,,,,,complete,1+2lb+2mb+3
dksh holding_2021_report,2014,2mb,,,,,,complete,1+2lb+2mb+3
dksh holding_2021_report,2015,2mb,,,,,,complete,1+2lb+2mb+3
dksh holding_2021_report,2016,2mb,,,,,,complete,1+2lb+2mb+3
dksh holding_2021_report,2017,2mb,,,,,,complete,1+2lb+2mb+3
dksh holding_2021_report,2018,2mb,,,,,,complete,1+2lb+2mb+3
dksh holding_2021_report,2019,2mb,17,55318.0,metric tons CO2 equivalent,t CO2e,Electricity (Scope 2),complete,1+2lb+2mb+3
dksh holding_2021_report,2019,2mb,29,55318.0,metric tons CO2 equivalent,t CO2e,Electricity (Scope 2),complete,1+2lb+2mb+3
dksh holding_2021_report,2020,2mb,17,52994.0,metric tons CO2 equivalent,t CO2e,Electricity (Scope 2),complete,1+2lb+2mb+3
dksh holding_2021_report,2020,2mb,29,52994.0,metric tons CO2 equivalent,t CO2e,Electricity (Scope 2),complete,1+2lb+2mb+3
dksh holding_2021_report,2021,2mb,17,29792.0,metric tons CO2 equivalent,t CO2e,Electricity (Scope 2),complete,1+2lb+2mb+3
dksh holding_2021_report,2021,2mb,29,29792.0,metric tons CO2 equivalent,t CO2e,Electricity (Scope 2),complete,1+2lb+2mb+3
dksh holding_2021_report,2021,2mb,74,29792.0,metric tonnes of CO2 equivalent,metric tonnes of CO2 equivalent,Scope 2 market-based emissions,complete,1+2lb+2mb+3
dksh holding_2021_report,2022,2mb,,,,,,complete,1+2lb+2mb+3
dksh holding_2021_report,2013,3,,,,,,complete,1+2lb+2mb+3
dksh holding_2021_report,2014,3,,,,,,complete,1+2lb+2mb+3
dksh holding_2021_report,2015,3,,,,,,complete,1+2lb+2mb+3
dksh holding_2021_report,2016,3,,,,,,complete,1+2lb+2mb+3
dksh holding_2021_report,2017,3,,,,,,complete,1+2lb+2mb+3
dksh holding_2021_report,2018,3,,,,,,complete,1+2lb+2mb+3
dksh holding_2021_report,2019,3,,,,,,complete,1+2lb+2mb+3
dksh holding_2021_report,2020,3,,,,,,complete,1+2lb+2mb+3
dksh holding_2021_report,2021,3,73,67299.0,t CO2e,t CO2e,Scope 3 emissions,complete,1+2lb+2mb+3
dksh holding_2021_report,2021,3,74,67299.0,tonnes of CO2 equivalent,tonnes of CO2 equivalent,Scope 3 sources,complete,1+2lb+2mb+3
dksh holding_2021_report,2022,3,,,,,,complete,1+2lb+2mb+3
everi holdings_2019_report,2013,1,,,,,,useless,
everi holdings_2019_report,2014,1,,,,,,useless,
everi holdings_2019_report,2015,1,,,,,,useless,
everi holdings_2019_report,2016,1,,,,,,useless,
everi holdings_2019_report,2017,1,,,,,,useless,
everi holdings_2019_report,2018,1,,,,,,useless,
everi holdings_2019_report,2019,1,,,,,,useless,
everi holdings_2019_report,2020,1,,,,,,useless,
everi holdings_2019_report,2021,1,,,,,,useless,
everi holdings_2019_report,2022,1,,,,,,useless,
everi holdings_2019_report,2013,2lb,,,,,,useless,
everi holdings_2019_report,2014,2lb,,,,,,useless,
everi holdings_2019_report,2015,2lb,,,,,,useless,
everi holdings_2019_report,2016,2lb,,,,,,useless,
everi holdings_2019_report,2017,2lb,,,,,,useless,
everi holdings_2019_report,2018,2lb,,,,,,useless,
everi holdings_2019_report,2019,2lb,,,,,,useless,
everi holdings_2019_report,2020,2lb,,,,,,useless,
everi holdings_2019_report,2021,2lb,,,,,,useless,
everi holdings_2019_report,2022,2lb,,,,,,useless,
everi holdings_2019_report,2013,2mb,,,,,,useless,
everi holdings_2019_report,2014,2mb,,,,,,useless,
everi holdings_2019_report,2015,2mb,,,,,,useless,
everi holdings_2019_report,2016,2mb,,,,,,useless,
everi holdings_2019_report,2017,2mb,,,,,,useless,
everi holdings_2019_report,2018,2mb,,,,,,useless,
everi holdings_2019_report,2019,2mb,,,,,,useless,
everi holdings_2019_report,2020,2mb,,,,,,useless,
everi holdings_2019_report,2021,2mb,,,,,,useless,
everi holdings_2019_report,2022,2mb,,,,,,useless,
everi holdings_2019_report,2013,3,,,,,,useless,
everi holdings_2019_report,2014,3,,,,,,useless,
everi holdings_2019_report,2015,3,,,,,,useless,
everi holdings_2019_report,2016,3,,,,,,useless,
everi holdings_2019_report,2017,3,,,,,,useless,
everi holdings_2019_report,2018,3,,,,,,useless,
everi holdings_2019_report,2019,3,,,,,,useless,
everi holdings_2019_report,2020,3,,,,,,useless,
everi holdings_2019_report,2021,3,,,,,,useless,
everi holdings_2019_report,2022,3,,,,,,useless,
evolution mining ltd_2020_report,2013,1,,,,,,partial,1+2lb
evolution mining ltd_2020_report,2014,1,,,,,,partial,1+2lb
evolution mining ltd_2020_report,2015,1,,,,,,partial,1+2lb
evolution mining ltd_2020_report,2016,1,44,157584.0,t CO2-e,t CO2e,ghg emissions Scope 1/Greenhouse gas emissions Scope 1,partial,1+2lb
