report_name,scope,year,value_ba,value_pa,rel_diff,match,source,value_gs,match_gs_ba,match_gs_pa,match_gs_ba_pa
comerica_inc_2019_report,3,2012,1563.0,4431.0,-1.834932821497121,True,both,,False,False,False
comerica_inc_2019_report,3,2012,1563.0,1257.0,0.19577735124760076,False,both,,False,False,False
comerica_inc_2019_report,3,2012,222.0,3055.0,-12.76126126126126,True,both,,False,False,False
comerica_inc_2019_report,3,2012,222.0,520.0,-1.3423423423423424,True,both,,False,False,False
comerica_inc_2019_report,3,2012,222.0,137.0,0.38288288288288286,False,both,,False,False,False
comerica_inc_2019_report,3,2012,222.0,2052.0,-8.243243243243244,True,both,,False,False,False
comerica_inc_2019_report,3,2012,222.0,4431.0,-18.95945945945946,True,both,,False,False,False
comerica_inc_2019_report,3,2012,222.0,1257.0,-4.662162162162162,True,both,,False,False,False
comerica_inc_2019_report,3,2012,520.0,3055.0,-4.875,True,both,,False,False,False
comerica_inc_2019_report,3,2012,520.0,520.0,0.0,True,both,,False,False,False
comerica_inc_2019_report,3,2012,520.0,137.0,0.7365384615384616,False,both,,False,False,False
comerica_inc_2019_report,3,2012,520.0,2052.0,-2.9461538461538463,True,both,,False,False,False
comerica_inc_2019_report,3,2012,520.0,4431.0,-7.5211538461538465,True,both,,False,False,False
comerica_inc_2019_report,3,2012,520.0,1257.0,-1.4173076923076924,True,both,,False,False,False
comerica_inc_2019_report,3,2012,137.0,3055.0,-21.2992700729927,True,both,,False,False,False
comerica_inc_2019_report,3,2012,137.0,520.0,-2.795620437956204,True,both,,False,False,False
comerica_inc_2019_report,3,2012,137.0,137.0,0.0,True,both,,False,False,False
comerica_inc_2019_report,3,2012,137.0,2052.0,-13.978102189781023,True,both,,False,False,False
comerica_inc_2019_report,3,2012,137.0,4431.0,-31.343065693430656,True,both,,False,False,False
comerica_inc_2019_report,3,2012,137.0,1257.0,-8.175182481751825,True,both,,False,False,False
comerica_inc_2019_report,3,2012,2052.0,3055.0,-0.48879142300194933,True,both,,False,False,False
comerica_inc_2019_report,3,2012,2052.0,520.0,0.746588693957115,False,both,,False,False,False
comerica_inc_2019_report,3,2012,2052.0,137.0,0.9332358674463938,False,both,,False,False,False
comerica_inc_2019_report,3,2012,2052.0,2052.0,0.0,True,both,,False,False,False
comerica_inc_2019_report,3,2012,2052.0,4431.0,-1.159356725146199,True,both,,False,False,False
comerica_inc_2019_report,3,2012,2052.0,1257.0,0.38742690058479534,False,both,,False,False,False
comerica_inc_2019_report,3,2012,4431.0,3055.0,0.310539381629429,False,both,,False,False,False
comerica_inc_2019_report,3,2012,4431.0,520.0,0.8826450011284135,False,both,,False,False,False
comerica_inc_2019_report,3,2012,4431.0,137.0,0.9690814714511397,False,both,,False,False,False
comerica_inc_2019_report,3,2012,4431.0,2052.0,0.5368991198375085,False,both,,False,False,False
comerica_inc_2019_report,3,2012,4431.0,4431.0,0.0,True,both,,False,False,False
comerica_inc_2019_report,3,2012,4431.0,1257.0,0.7163168584969533,False,both,,False,False,False
comerica_inc_2019_report,3,2012,1257.0,3055.0,-1.4303898170246618,True,both,,False,False,False
comerica_inc_2019_report,3,2012,1257.0,520.0,0.5863166268894192,False,both,,False,False,False
comerica_inc_2019_report,3,2012,1257.0,137.0,0.8910103420843277,False,both,,False,False,False
comerica_inc_2019_report,3,2012,1257.0,2052.0,-0.6324582338902148,True,both,,False,False,False
comerica_inc_2019_report,3,2012,1257.0,4431.0,-2.5250596658711215,True,both,,False,False,False
comerica_inc_2019_report,3,2012,1257.0,1257.0,0.0,True,both,,False,False,False
comerica_inc_2019_report,3,2012,726.0,3055.0,-3.2079889807162534,True,both,,False,False,False
comerica_inc_2019_report,3,2012,726.0,520.0,0.2837465564738292,False,both,,False,False,False
comerica_inc_2019_report,3,2012,726.0,137.0,0.8112947658402204,False,both,,False,False,False
comerica_inc_2019_report,3,2012,726.0,2052.0,-1.8264462809917354,True,both,,False,False,False
comerica_inc_2019_report,3,2012,726.0,4431.0,-5.103305785123967,True,both,,False,False,False
comerica_inc_2019_report,3,2012,726.0,1257.0,-0.731404958677686,True,both,,False,False,False
comerica_inc_2019_report,3,2012,423.0,3055.0,-6.222222222222222,True,both,,False,False,False
comerica_inc_2019_report,3,2012,423.0,520.0,-0.2293144208037825,True,both,,False,False,False
comerica_inc_2019_report,3,2012,423.0,137.0,0.6761229314420804,False,both,,False,False,False
comerica_inc_2019_report,3,2012,423.0,2052.0,-3.851063829787234,True,both,,False,False,False
comerica_inc_2019_report,3,2012,423.0,4431.0,-9.47517730496454,True,both,,False,False,False
comerica_inc_2019_report,3,2012,423.0,1257.0,-1.9716312056737588,True,both,,False,False,False
comerica_inc_2019_report,3,2012,81.0,3055.0,-36.71604938271605,True,both,,False,False,False
comerica_inc_2019_report,3,2012,81.0,520.0,-5.419753086419753,True,both,,False,False,False
comerica_inc_2019_report,3,2012,81.0,137.0,-0.691358024691358,True,both,,False,False,False
comerica_inc_2019_report,3,2012,81.0,2052.0,-24.333333333333332,True,both,,False,False,False
comerica_inc_2019_report,3,2012,81.0,4431.0,-53.7037037037037,True,both,,False,False,False
comerica_inc_2019_report,3,2012,81.0,1257.0,-14.518518518518519,True,both,,False,False,False
comerica_inc_2019_report,3,2012,28.0,3055.0,-108.10714285714286,True,both,,False,False,False
comerica_inc_2019_report,3,2012,28.0,520.0,-17.571428571428573,True,both,,False,False,False
comerica_inc_2019_report,3,2012,28.0,137.0,-3.892857142857143,True,both,,False,False,False
comerica_inc_2019_report,3,2012,28.0,2052.0,-72.28571428571429,True,both,,False,False,False
comerica_inc_2019_report,3,2012,28.0,4431.0,-157.25,True,both,,False,False,False
comerica_inc_2019_report,3,2012,28.0,1257.0,-43.892857142857146,True,both,,False,False,False
comerica_inc_2019_report,3,2018,5257.0,5257.0,0.0,True,both,,False,False,False
comerica_inc_2019_report,3,2018,5257.0,3031.0,0.4234354194407457,False,both,,False,False,False
comerica_inc_2019_report,3,2018,5257.0,289.0,0.9450256800456535,False,both,,False,False,False
comerica_inc_2019_report,3,2018,5257.0,1283.0,0.7559444550123645,False,both,,False,False,False
comerica_inc_2019_report,3,2018,5257.0,1868.0,0.6446642571809017,False,both,,False,False,False
comerica_inc_2019_report,3,2018,5257.0,133.0,0.9747003994673769,False,both,,False,False,False
comerica_inc_2019_report,3,2018,5257.0,59.0,0.9887768689366558,False,both,,False,False,False
comerica_inc_2019_report,3,2018,5257.0,514.0,0.9022256039566292,False,both,,False,False,False
comerica_inc_2019_report,3,2018,5257.0,3453.0,0.3431614989537759,False,both,,False,False,False
comerica_inc_2019_report,3,2018,5257.0,25544.0,-3.859045082746814,True,both,,False,False,False
comerica_inc_2019_report,3,2018,5257.0,1027.0,0.8046414304736542,False,both,,False,False,False
comerica_inc_2019_report,3,2018,5257.0,181.0,0.965569716568385,False,both,,False,False,False
comerica_inc_2019_report,3,2018,1964.0,5257.0,-1.6766802443991853,True,both,,False,False,False
comerica_inc_2019_report,3,2018,1964.0,3031.0,-0.5432790224032586,True,both,,False,False,False
comerica_inc_2019_report,3,2018,1964.0,289.0,0.8528513238289206,False,both,,False,False,False
comerica_inc_2019_report,3,2018,1964.0,1283.0,0.34674134419551933,False,both,,False,False,False
comerica_inc_2019_report,3,2018,1964.0,1868.0,0.048879837067209775,False,both,,False,False,False
comerica_inc_2019_report,3,2018,1964.0,133.0,0.9322810590631364,False,both,,False,False,False
comerica_inc_2019_report,3,2018,1964.0,59.0,0.969959266802444,False,both,,False,False,False
comerica_inc_2019_report,3,2018,1964.0,514.0,0.7382892057026477,False,both,,False,False,False
comerica_inc_2019_report,3,2018,1964.0,3453.0,-0.7581466395112016,True,both,,False,False,False
comerica_inc_2019_report,3,2018,1964.0,25544.0,-12.0061099796334,True,both,,False,False,False
comerica_inc_2019_report,3,2018,1964.0,1027.0,0.4770875763747454,False,both,,False,False,False
comerica_inc_2019_report,3,2018,1964.0,181.0,0.9078411405295316,False,both,,False,False,False
comerica_inc_2019_report,3,2018,2930.0,5257.0,-0.79419795221843,True,both,,False,False,False
comerica_inc_2019_report,3,2018,2930.0,3031.0,-0.03447098976109215,True,both,,False,False,False
comerica_inc_2019_report,3,2018,2930.0,289.0,0.9013651877133105,False,both,,False,False,False
comerica_inc_2019_report,3,2018,2930.0,1283.0,0.5621160409556314,False,both,,False,False,False
comerica_inc_2019_report,3,2018,2930.0,1868.0,0.36245733788395906,False,both,,False,False,False
comerica_inc_2019_report,3,2018,2930.0,133.0,0.9546075085324232,False,both,,False,False,False
comerica_inc_2019_report,3,2018,2930.0,59.0,0.979863481228669,False,both,,False,False,False
comerica_inc_2019_report,3,2018,2930.0,514.0,0.8245733788395905,False,both,,False,False,False
comerica_inc_2019_report,3,2018,2930.0,3453.0,-0.17849829351535837,True,both,,False,False,False
comerica_inc_2019_report,3,2018,2930.0,25544.0,-7.718088737201366,True,both,,False,False,False
comerica_inc_2019_report,3,2018,2930.0,1027.0,0.6494880546075086,False,both,,False,False,False
comerica_inc_2019_report,3,2018,2930.0,181.0,0.9382252559726962,False,both,,False,False,False
comerica_inc_2019_report,3,2018,364.0,5257.0,-13.442307692307692,True,both,,False,False,False
comerica_inc_2019_report,3,2018,364.0,3031.0,-7.326923076923077,True,both,,False,False,False
comerica_inc_2019_report,3,2018,364.0,289.0,0.20604395604395603,False,both,,False,False,False
comerica_inc_2019_report,3,2018,364.0,1283.0,-2.5247252747252746,True,both,,False,False,False
comerica_inc_2019_report,3,2018,364.0,1868.0,-4.131868131868132,True,both,,False,False,False
comerica_inc_2019_report,3,2018,364.0,133.0,0.6346153846153846,False,both,,False,False,False
comerica_inc_2019_report,3,2018,364.0,59.0,0.8379120879120879,False,both,,False,False,False
comerica_inc_2019_report,3,2018,364.0,514.0,-0.41208791208791207,True,both,,False,False,False
comerica_inc_2019_report,3,2018,364.0,3453.0,-8.486263736263735,True,both,,False,False,False
comerica_inc_2019_report,3,2018,364.0,25544.0,-69.17582417582418,True,both,,False,False,False
comerica_inc_2019_report,3,2018,364.0,1027.0,-1.8214285714285714,True,both,,False,False,False
comerica_inc_2019_report,3,2018,364.0,181.0,0.5027472527472527,False,both,,False,False,False
comerica_inc_2019_report,3,2018,3031.0,5257.0,-0.7344110854503464,True,both,,False,False,False
comerica_inc_2019_report,3,2018,3031.0,3031.0,0.0,True,both,,False,False,False
comerica_inc_2019_report,3,2018,3031.0,289.0,0.9046519300560871,False,both,,False,False,False
comerica_inc_2019_report,3,2018,3031.0,1283.0,0.5767073573078192,False,both,,False,False,False
comerica_inc_2019_report,3,2018,3031.0,1868.0,0.3837017485978225,False,both,,False,False,False
comerica_inc_2019_report,3,2018,3031.0,133.0,0.9561200923787528,False,both,,False,False,False
comerica_inc_2019_report,3,2018,3031.0,59.0,0.9805344770702739,False,both,,False,False,False
comerica_inc_2019_report,3,2018,3031.0,514.0,0.8304190036291653,False,both,,False,False,False
comerica_inc_2019_report,3,2018,3031.0,3453.0,-0.13922797756516,True,both,,False,False,False
comerica_inc_2019_report,3,2018,3031.0,25544.0,-7.427581656219069,True,both,,False,False,False
comerica_inc_2019_report,3,2018,3031.0,1027.0,0.6611679313757836,False,both,,False,False,False
comerica_inc_2019_report,3,2018,3031.0,181.0,0.9402837347410096,False,both,,False,False,False
comerica_inc_2019_report,3,2018,289.0,5257.0,-17.19031141868512,True,both,,False,False,False
comerica_inc_2019_report,3,2018,289.0,3031.0,-9.487889273356402,True,both,,False,False,False
comerica_inc_2019_report,3,2018,289.0,289.0,0.0,True,both,,False,False,False
comerica_inc_2019_report,3,2018,289.0,1283.0,-3.4394463667820068,True,both,,False,False,False
comerica_inc_2019_report,3,2018,289.0,1868.0,-5.463667820069205,True,both,,False,False,False
comerica_inc_2019_report,3,2018,289.0,133.0,0.5397923875432526,False,both,,False,False,False
comerica_inc_2019_report,3,2018,289.0,59.0,0.7958477508650519,False,both,,False,False,False
comerica_inc_2019_report,3,2018,289.0,514.0,-0.7785467128027682,True,both,,False,False,False
comerica_inc_2019_report,3,2018,289.0,3453.0,-10.948096885813149,True,both,,False,False,False
comerica_inc_2019_report,3,2018,289.0,25544.0,-87.38754325259515,True,both,,False,False,False
comerica_inc_2019_report,3,2018,289.0,1027.0,-2.5536332179930796,True,both,,False,False,False
comerica_inc_2019_report,3,2018,289.0,181.0,0.3737024221453287,False,both,,False,False,False
comerica_inc_2019_report,3,2018,1283.0,5257.0,-3.09742790335152,True,both,,False,False,False
comerica_inc_2019_report,3,2018,1283.0,3031.0,-1.3624318004676539,True,both,,False,False,False
comerica_inc_2019_report,3,2018,1283.0,289.0,0.774746687451286,False,both,,False,False,False
comerica_inc_2019_report,3,2018,1283.0,1283.0,0.0,True,both,,False,False,False
comerica_inc_2019_report,3,2018,1283.0,1868.0,-0.455962587685113,True,both,,False,False,False
comerica_inc_2019_report,3,2018,1283.0,133.0,0.8963367108339828,False,both,,False,False,False
comerica_inc_2019_report,3,2018,1283.0,59.0,0.9540140296180826,False,both,,False,False,False
comerica_inc_2019_report,3,2018,1283.0,514.0,0.5993764614185503,False,both,,False,False,False
comerica_inc_2019_report,3,2018,1283.0,3453.0,-1.691348402182385,True,both,,False,False,False
comerica_inc_2019_report,3,2018,1283.0,25544.0,-18.90958690568979,True,both,,False,False,False
comerica_inc_2019_report,3,2018,1283.0,1027.0,0.1995323460639127,False,both,,False,False,False
comerica_inc_2019_report,3,2018,1283.0,181.0,0.8589243959469992,False,both,,False,False,False
comerica_inc_2019_report,3,2018,1868.0,5257.0,-1.8142398286937902,True,both,,False,False,False
comerica_inc_2019_report,3,2018,1868.0,3031.0,-0.6225910064239829,True,both,,False,False,False
comerica_inc_2019_report,3,2018,1868.0,289.0,0.8452890792291221,False,both,,False,False,False
comerica_inc_2019_report,3,2018,1868.0,1283.0,0.31316916488222696,False,both,,False,False,False
comerica_inc_2019_report,3,2018,1868.0,1868.0,0.0,True,both,,False,False,False
comerica_inc_2019_report,3,2018,1868.0,133.0,0.9288008565310493,False,both,,False,False,False
comerica_inc_2019_report,3,2018,1868.0,59.0,0.9684154175588865,False,both,,False,False,False
comerica_inc_2019_report,3,2018,1868.0,514.0,0.7248394004282656,False,both,,False,False,False
comerica_inc_2019_report,3,2018,1868.0,3453.0,-0.8485010706638115,True,both,,False,False,False
comerica_inc_2019_report,3,2018,1868.0,25544.0,-12.674518201284796,True,both,,False,False,False
comerica_inc_2019_report,3,2018,1868.0,1027.0,0.45021413276231265,False,both,,False,False,False
comerica_inc_2019_report,3,2018,1868.0,181.0,0.9031049250535332,False,both,,False,False,False
comerica_inc_2019_report,3,2018,133.0,5257.0,-38.526315789473685,True,both,,False,False,False
comerica_inc_2019_report,3,2018,133.0,3031.0,-21.789473684210527,True,both,,False,False,False
comerica_inc_2019_report,3,2018,133.0,289.0,-1.1729323308270676,True,both,,False,False,False
comerica_inc_2019_report,3,2018,133.0,1283.0,-8.646616541353383,True,both,,False,False,False
comerica_inc_2019_report,3,2018,133.0,1868.0,-13.045112781954888,True,both,,False,False,False
comerica_inc_2019_report,3,2018,133.0,133.0,0.0,True,both,,False,False,False
comerica_inc_2019_report,3,2018,133.0,59.0,0.556390977443609,False,both,,False,False,False
comerica_inc_2019_report,3,2018,133.0,514.0,-2.8646616541353382,True,both,,False,False,False
comerica_inc_2019_report,3,2018,133.0,3453.0,-24.962406015037594,True,both,,False,False,False
comerica_inc_2019_report,3,2018,133.0,25544.0,-191.06015037593986,True,both,,False,False,False
comerica_inc_2019_report,3,2018,133.0,1027.0,-6.7218045112781954,True,both,,False,False,False
comerica_inc_2019_report,3,2018,133.0,181.0,-0.3609022556390977,True,both,,False,False,False
comerica_inc_2019_report,3,2018,59.0,5257.0,-88.10169491525424,True,both,,False,False,False
comerica_inc_2019_report,3,2018,59.0,3031.0,-50.3728813559322,True,both,,False,False,False
comerica_inc_2019_report,3,2018,59.0,289.0,-3.8983050847457625,True,both,,False,False,False
comerica_inc_2019_report,3,2018,59.0,1283.0,-20.74576271186441,True,both,,False,False,False
comerica_inc_2019_report,3,2018,59.0,1868.0,-30.661016949152543,True,both,,False,False,False
comerica_inc_2019_report,3,2018,59.0,133.0,-1.2542372881355932,True,both,,False,False,False
comerica_inc_2019_report,3,2018,59.0,59.0,0.0,True,both,,False,False,False
comerica_inc_2019_report,3,2018,59.0,514.0,-7.711864406779661,True,both,,False,False,False
comerica_inc_2019_report,3,2018,59.0,3453.0,-57.52542372881356,True,both,,False,False,False
comerica_inc_2019_report,3,2018,59.0,25544.0,-431.9491525423729,True,both,,False,False,False
comerica_inc_2019_report,3,2018,59.0,1027.0,-16.406779661016948,True,both,,False,False,False
comerica_inc_2019_report,3,2018,59.0,181.0,-2.0677966101694913,True,both,,False,False,False
comerica_inc_2019_report,3,2018,514.0,5257.0,-9.227626459143968,True,both,,False,False,False
comerica_inc_2019_report,3,2018,514.0,3031.0,-4.896887159533074,True,both,,False,False,False
comerica_inc_2019_report,3,2018,514.0,289.0,0.4377431906614786,False,both,,False,False,False
comerica_inc_2019_report,3,2018,514.0,1283.0,-1.4961089494163424,True,both,,False,False,False
comerica_inc_2019_report,3,2018,514.0,1868.0,-2.6342412451361867,True,both,,False,False,False
comerica_inc_2019_report,3,2018,514.0,133.0,0.7412451361867705,False,both,,False,False,False
comerica_inc_2019_report,3,2018,514.0,59.0,0.8852140077821011,False,both,,False,False,False
comerica_inc_2019_report,3,2018,514.0,514.0,0.0,True,both,,False,False,False
comerica_inc_2019_report,3,2018,514.0,3453.0,-5.717898832684825,True,both,,False,False,False
comerica_inc_2019_report,3,2018,514.0,25544.0,-48.69649805447471,True,both,,False,False,False
comerica_inc_2019_report,3,2018,514.0,1027.0,-0.9980544747081712,True,both,,False,False,False
comerica_inc_2019_report,3,2018,514.0,181.0,0.6478599221789884,False,both,,False,False,False
comerica_inc_2019_report,3,2018,3453.0,5257.0,-0.5224442513756155,True,both,,False,False,False
comerica_inc_2019_report,3,2018,3453.0,3031.0,0.12221256878077034,False,both,,False,False,False
comerica_inc_2019_report,3,2018,3453.0,289.0,0.9163046626122212,False,both,,False,False,False
comerica_inc_2019_report,3,2018,3453.0,1283.0,0.6284390385172314,False,both,,False,False,False
comerica_inc_2019_report,3,2018,3453.0,1868.0,0.4590211410367796,False,both,,False,False,False
comerica_inc_2019_report,3,2018,3453.0,133.0,0.9614827686070084,False,both,,False,False,False
comerica_inc_2019_report,3,2018,3453.0,59.0,0.9829134086301766,False,both,,False,False,False
comerica_inc_2019_report,3,2018,3453.0,514.0,0.8511439328120475,False,both,,False,False,False
comerica_inc_2019_report,3,2018,3453.0,3453.0,0.0,True,both,,False,False,False
comerica_inc_2019_report,3,2018,3453.0,25544.0,-6.397625253402838,True,both,,False,False,False
comerica_inc_2019_report,3,2018,3453.0,1027.0,0.7025774688676513,False,both,,False,False,False
comerica_inc_2019_report,3,2018,3453.0,181.0,0.9475818129163046,False,both,,False,False,False
comerica_inc_2019_report,3,2018,25544.0,5257.0,0.7941982461634827,False,both,,False,False,False
comerica_inc_2019_report,3,2018,25544.0,3031.0,0.8813419981208894,False,both,,False,False,False
comerica_inc_2019_report,3,2018,25544.0,289.0,0.9886861885374256,False,both,,False,False,False
comerica_inc_2019_report,3,2018,25544.0,1283.0,0.9497729408080176,False,both,,False,False,False
comerica_inc_2019_report,3,2018,25544.0,1868.0,0.9268712809270279,False,both,,False,False,False
comerica_inc_2019_report,3,2018,25544.0,133.0,0.9947932978390228,False,both,,False,False,False
comerica_inc_2019_report,3,2018,25544.0,59.0,0.9976902599436267,False,both,,False,False,False
comerica_inc_2019_report,3,2018,25544.0,514.0,0.9798778578139681,False,both,,False,False,False
comerica_inc_2019_report,3,2018,25544.0,3453.0,0.864821484497338,False,both,,False,False,False
comerica_inc_2019_report,3,2018,25544.0,25544.0,0.0,True,both,,False,False,False
comerica_inc_2019_report,3,2018,25544.0,1027.0,0.9597948637644849,False,both,,False,False,False
comerica_inc_2019_report,3,2018,25544.0,181.0,0.9929141872846853,False,both,,False,False,False
comerica_inc_2019_report,3,2018,1027.0,5257.0,-4.118792599805258,True,both,,False,False,False
comerica_inc_2019_report,3,2018,1027.0,3031.0,-1.9513145082765335,True,both,,False,False,False
comerica_inc_2019_report,3,2018,1027.0,289.0,0.7185978578383642,False,both,,False,False,False
comerica_inc_2019_report,3,2018,1027.0,1283.0,-0.249269717624148,True,both,,False,False,False
comerica_inc_2019_report,3,2018,1027.0,1868.0,-0.818889970788705,True,both,,False,False,False
comerica_inc_2019_report,3,2018,1027.0,133.0,0.8704965920155794,False,both,,False,False,False
comerica_inc_2019_report,3,2018,1027.0,59.0,0.9425511197663097,False,both,,False,False,False
comerica_inc_2019_report,3,2018,1027.0,514.0,0.49951314508276534,False,both,,False,False,False
comerica_inc_2019_report,3,2018,1027.0,3453.0,-2.36222005842259,True,both,,False,False,False
comerica_inc_2019_report,3,2018,1027.0,25544.0,-23.872444011684518,True,both,,False,False,False
comerica_inc_2019_report,3,2018,1027.0,1027.0,0.0,True,both,,False,False,False
comerica_inc_2019_report,3,2018,1027.0,181.0,0.8237585199610516,False,both,,False,False,False
comerica_inc_2019_report,3,2018,261.0,5257.0,-19.14176245210728,True,both,,False,False,False
comerica_inc_2019_report,3,2018,261.0,3031.0,-10.613026819923371,True,both,,False,False,False
comerica_inc_2019_report,3,2018,261.0,289.0,-0.10727969348659004,True,both,,False,False,False
comerica_inc_2019_report,3,2018,261.0,1283.0,-3.9157088122605366,True,both,,False,False,False
comerica_inc_2019_report,3,2018,261.0,1868.0,-6.157088122605364,True,both,,False,False,False
comerica_inc_2019_report,3,2018,261.0,133.0,0.4904214559386973,False,both,,False,False,False
comerica_inc_2019_report,3,2018,261.0,59.0,0.7739463601532567,False,both,,False,False,False
comerica_inc_2019_report,3,2018,261.0,514.0,-0.9693486590038314,True,both,,False,False,False
comerica_inc_2019_report,3,2018,261.0,3453.0,-12.229885057471265,True,both,,False,False,False
comerica_inc_2019_report,3,2018,261.0,25544.0,-96.86973180076629,True,both,,False,False,False
comerica_inc_2019_report,3,2018,261.0,1027.0,-2.9348659003831417,True,both,,False,False,False
comerica_inc_2019_report,3,2018,261.0,181.0,0.3065134099616858,False,both,,False,False,False
comerica_inc_2019_report,3,2018,560.0,5257.0,-8.3875,True,both,,False,False,False
comerica_inc_2019_report,3,2018,560.0,3031.0,-4.4125,True,both,,False,False,False
comerica_inc_2019_report,3,2018,560.0,289.0,0.48392857142857143,False,both,,False,False,False
comerica_inc_2019_report,3,2018,560.0,1283.0,-1.2910714285714286,True,both,,False,False,False
comerica_inc_2019_report,3,2018,560.0,1868.0,-2.335714285714286,True,both,,False,False,False
comerica_inc_2019_report,3,2018,560.0,133.0,0.7625,False,both,,False,False,False
comerica_inc_2019_report,3,2018,560.0,59.0,0.8946428571428572,False,both,,False,False,False
comerica_inc_2019_report,3,2018,560.0,514.0,0.08214285714285714,False,both,,False,False,False
comerica_inc_2019_report,3,2018,560.0,3453.0,-5.166071428571429,True,both,,False,False,False
comerica_inc_2019_report,3,2018,560.0,25544.0,-44.614285714285714,True,both,,False,False,False
comerica_inc_2019_report,3,2018,560.0,1027.0,-0.8339285714285715,True,both,,False,False,False
comerica_inc_2019_report,3,2018,560.0,181.0,0.6767857142857143,False,both,,False,False,False
comerica_inc_2019_report,3,2018,25.0,5257.0,-209.28,True,both,,False,False,False
comerica_inc_2019_report,3,2018,25.0,3031.0,-120.24,True,both,,False,False,False
comerica_inc_2019_report,3,2018,25.0,289.0,-10.56,True,both,,False,False,False
comerica_inc_2019_report,3,2018,25.0,1283.0,-50.32,True,both,,False,False,False
comerica_inc_2019_report,3,2018,25.0,1868.0,-73.72,True,both,,False,False,False
comerica_inc_2019_report,3,2018,25.0,133.0,-4.32,True,both,,False,False,False
comerica_inc_2019_report,3,2018,25.0,59.0,-1.36,True,both,,False,False,False
comerica_inc_2019_report,3,2018,25.0,514.0,-19.56,True,both,,False,False,False
comerica_inc_2019_report,3,2018,25.0,3453.0,-137.12,True,both,,False,False,False
comerica_inc_2019_report,3,2018,25.0,25544.0,-1020.76,True,both,,False,False,False
comerica_inc_2019_report,3,2018,25.0,1027.0,-40.08,True,both,,False,False,False
comerica_inc_2019_report,3,2018,25.0,181.0,-6.24,True,both,,False,False,False
comerica_inc_2019_report,3,2018,0.0,5257.0,-inf,True,both,,False,False,False
comerica_inc_2019_report,3,2018,0.0,3031.0,-inf,True,both,,False,False,False
comerica_inc_2019_report,3,2018,0.0,289.0,-inf,True,both,,False,False,False
comerica_inc_2019_report,3,2018,0.0,1283.0,-inf,True,both,,False,False,False
comerica_inc_2019_report,3,2018,0.0,1868.0,-inf,True,both,,False,False,False
comerica_inc_2019_report,3,2018,0.0,133.0,-inf,True,both,,False,False,False
comerica_inc_2019_report,3,2018,0.0,59.0,-inf,True,both,,False,False,False
comerica_inc_2019_report,3,2018,0.0,514.0,-inf,True,both,,False,False,False
comerica_inc_2019_report,3,2018,0.0,3453.0,-inf,True,both,,False,False,False
comerica_inc_2019_report,3,2018,0.0,25544.0,-inf,True,both,,False,False,False
comerica_inc_2019_report,3,2018,0.0,1027.0,-inf,True,both,,False,False,False
comerica_inc_2019_report,3,2018,0.0,181.0,-inf,True,both,,False,False,False
comerica_inc_2019_report,3,2018,6.0,5257.0,-875.1666666666666,True,both,,False,False,False
comerica_inc_2019_report,3,2018,6.0,3031.0,-504.1666666666667,True,both,,False,False,False
comerica_inc_2019_report,3,2018,6.0,289.0,-47.166666666666664,True,both,,False,False,False
comerica_inc_2019_report,3,2018,6.0,1283.0,-212.83333333333334,True,both,,False,False,False
comerica_inc_2019_report,3,2018,6.0,1868.0,-310.3333333333333,True,both,,False,False,False
comerica_inc_2019_report,3,2018,6.0,133.0,-21.166666666666668,True,both,,False,False,False
comerica_inc_2019_report,3,2018,6.0,59.0,-8.833333333333334,True,both,,False,False,False
comerica_inc_2019_report,3,2018,6.0,514.0,-84.66666666666667,True,both,,False,False,False
comerica_inc_2019_report,3,2018,6.0,3453.0,-574.5,True,both,,False,False,False
comerica_inc_2019_report,3,2018,6.0,25544.0,-4256.333333333333,True,both,,False,False,False
comerica_inc_2019_report,3,2018,6.0,1027.0,-170.16666666666666,True,both,,False,False,False
comerica_inc_2019_report,3,2018,6.0,181.0,-29.166666666666668,True,both,,False,False,False
comerica_inc_2019_report,3,2018,175.0,5257.0,-29.04,True,both,,False,False,False
comerica_inc_2019_report,3,2018,175.0,3031.0,-16.32,True,both,,False,False,False
comerica_inc_2019_report,3,2018,175.0,289.0,-0.6514285714285715,True,both,,False,False,False
comerica_inc_2019_report,3,2018,175.0,1283.0,-6.331428571428572,True,both,,False,False,False
comerica_inc_2019_report,3,2018,175.0,1868.0,-9.674285714285714,True,both,,False,False,False
comerica_inc_2019_report,3,2018,175.0,133.0,0.24,False,both,,False,False,False
comerica_inc_2019_report,3,2018,175.0,59.0,0.6628571428571428,False,both,,False,False,False
comerica_inc_2019_report,3,2018,175.0,514.0,-1.937142857142857,True,both,,False,False,False
comerica_inc_2019_report,3,2018,175.0,3453.0,-18.731428571428573,True,both,,False,False,False
comerica_inc_2019_report,3,2018,175.0,25544.0,-144.96571428571428,True,both,,False,False,False
comerica_inc_2019_report,3,2018,175.0,1027.0,-4.868571428571428,True,both,,False,False,False
comerica_inc_2019_report,3,2018,175.0,181.0,-0.03428571428571429,True,both,,False,False,False
comerica_inc_2019_report,3,2018,181.0,5257.0,-28.044198895027623,True,both,,False,False,False
comerica_inc_2019_report,3,2018,181.0,3031.0,-15.74585635359116,True,both,,False,False,False
comerica_inc_2019_report,3,2018,181.0,289.0,-0.5966850828729282,True,both,,False,False,False
comerica_inc_2019_report,3,2018,181.0,1283.0,-6.088397790055248,True,both,,False,False,False
