"report_name","year","scope","value","unit","unit_normalized","page","metric_name","display_type"
"dampskibsselskabet norden_2019_report.pdf",2017,"1",3757,"1,000 tonnes","kt","63","Direct CO2 emissions (Scope 1 GhG protocol)","Table"
"dampskibsselskabet norden_2019_report.pdf",2018,"1",3829,"1,000 tonnes","kt","63","Direct CO2 emissions (Scope 1 GhG protocol)","Table"
"dampskibsselskabet norden_2019_report.pdf",2019,"1",4088,"1,000 tonnes","kt","63","Direct CO2 emissions (Scope 1 GhG protocol)","Table"
"dampskibsselskabet norden_2019_report.pdf",2017,"2lb",0.4,"CO2 emissions (1,000 tonnes)","CO2 emissions (1,000 tonnes)","63","Indirect CO2 emissions (Scope 2 GhG protocol)","Table"
"dampskibsselskabet norden_2019_report.pdf",2018,"2lb",0.4,"CO2 emissions (1,000 tonnes)","CO2 emissions (1,000 tonnes)","63","Indirect CO2 emissions (Scope 2 GhG protocol)","Table"
"dampskibsselskabet norden_2019_report.pdf",2019,"2lb",0.2,"CO2 emissions (1,000 tonnes)","CO2 emissions (1,000 tonnes)","63","Indirect CO2 emissions (Scope 2 GhG protocol)","Table"
"dampskibsselskabet norden_2019_report.pdf",2017,"3",3.3,"1,000 tonnes","kt","63","Other indirect CO2 emissions (Scope 3 GhG protocol)","Table"
"dampskibsselskabet norden_2019_report.pdf",2018,"3",3,"1,000 tonnes","kt","63","Other indirect CO2 emissions (Scope 3 GhG protocol)","Table"
"dampskibsselskabet norden_2019_report.pdf",2019,"3",3.6,"1,000 tonnes","kt","63","Other indirect CO2 emissions (Scope 3 GhG protocol)","Table"
"dksh holding_2021_report.pdf",2019,"1",7589,"metric tons CO2 equivalent","t CO2e","17","Fuel and refrigerants (Scope 1)","Graphic"
"dksh holding_2021_report.pdf",2019,"1",7589,"metric tons CO2 equivalent","t CO2e","29","Fuel and refrigerants (Scope 1)","Graphic"
"dksh holding_2021_report.pdf",2020,"1",4970,"metric tons CO2 equivalent","t CO2e","17","Fuel and refrigerants (Scope 1)","Graphic"
"dksh holding_2021_report.pdf",2020,"1",4970,"metric tons CO2 equivalent","t CO2e","29","Fuel and refrigerants (Scope 1)","Graphic"
"dksh holding_2021_report.pdf",2021,"1",5046,"metric tons CO2 equivalent","t CO2e","17","Fuel and refrigerants (Scope 1)","Graphic"
"dksh holding_2021_report.pdf",2021,"1",5046,"metric tons CO2 equivalent","t CO2e","29","Fuel and refrigerants (Scope 1)","Graphic"
"dksh holding_2021_report.pdf",2021,"1",5046,"t CO2e","t CO2e","73","Scope 1 emissions","Text"
"dksh holding_2021_report.pdf",2019,"2lb",55318,"metric tons CO2 equivalent","t CO2e","29","Electricity (Scope 2)","Graphic"
"dksh holding_2021_report.pdf",2020,"2lb",52906,"metric tons CO2 equivalent","t CO2e","29","Electricity (Scope 2)","Graphic"
"dksh holding_2021_report.pdf",2021,"2lb",54521,"metric tons CO2 equivalent","t CO2e","29","Electricity (Scope 2)","Graphic"
"dksh holding_2021_report.pdf",2021,"2lb",54521,"t CO2e","t CO2e","73","Scope 2; gross location-based emissions for electricity","Text"
"dksh holding_2021_report.pdf",2021,"2lb",54521,"metric tonnes of CO2 equivalent","metric tonnes of CO2 equivalent","74","Scope 2 emissions","Text"
"dksh holding_2021_report.pdf",2019,"2mb",55318,"metric tons CO2 equivalent","t CO2e","17","Electricity (Scope 2)","Graphic"
"dksh holding_2021_report.pdf",2019,"2mb",55318,"metric tons CO2 equivalent","t CO2e","29","Electricity (Scope 2)","Graphic"
"dksh holding_2021_report.pdf",2020,"2mb",52994,"metric tons CO2 equivalent","t CO2e","17","Electricity (Scope 2)","Graphic"
"dksh holding_2021_report.pdf",2020,"2mb",52994,"metric tons CO2 equivalent","t CO2e","29","Electricity (Scope 2)","Graphic"
"dksh holding_2021_report.pdf",2021,"2mb",29792,"metric tons CO2 equivalent","t CO2e","17","Electricity (Scope 2)","Graphic"
"dksh holding_2021_report.pdf",2021,"2mb",29792,"metric tons CO2 equivalent","t CO2e","29","Electricity (Scope 2)","Graphic"
"dksh holding_2021_report.pdf",2021,"2mb",29792,"metric tonnes of CO2 equivalent","metric tonnes of CO2 equivalent","74","Scope 2 market-based emissions","Text"
"dksh holding_2021_report.pdf",2021,"3",67299,"t CO2e","t CO2e","73","Scope 3 emissions","Text"
"dksh holding_2021_report.pdf",2021,"3",67299,"tonnes of CO2 equivalent","tonnes of CO2 equivalent","74","Scope 3 sources","Text"
"evolution mining ltd_2020_report.pdf",2016,"1",157584,"t CO2-e","t CO2e","44","ghg emissions Scope 1/Greenhouse gas emissions Scope 1","Table"
"evolution mining ltd_2020_report.pdf",2017,"1",167734,"t CO2-e","t CO2e","44","ghg emissions Scope 1/Greenhouse gas emissions Scope 1","Table"
"evolution mining ltd_2020_report.pdf",2018,"1",159061,"t CO2-e","t CO2e","44","ghg emissions Scope 1/Greenhouse gas emissions Scope 1","Table"
"evolution mining ltd_2020_report.pdf",2019,"1",155085,"t CO2-e","t CO2e","44","ghg emissions Scope 1/Greenhouse gas emissions Scope 1","Table"
"evolution mining ltd_2020_report.pdf",2020,"1",157857,"t CO2-e","t CO2e","44","ghg emissions Scope 1/Greenhouse gas emissions Scope 1","Table"
"evolution mining ltd_2020_report.pdf",2016,"2lb",472257,"t CO2-e","t CO2e","44","ghg emissions Scope 2/Greenhouse gas emissions Scope 2","Table"
"evolution mining ltd_2020_report.pdf",2017,"2lb",430993,"t CO2-e","t CO2e","44","ghg emissions Scope 2/Greenhouse gas emissions Scope 2","Table"
"evolution mining ltd_2020_report.pdf",2018,"2lb",394144,"t CO2-e","t CO2e","44","ghg emissions Scope 2/Greenhouse gas emissions Scope 2","Table"
"evolution mining ltd_2020_report.pdf",2019,"2lb",383449,"t CO2-e","t CO2e","44","ghg emissions Scope 2/Greenhouse gas emissions Scope 2","Table"
"evolution mining ltd_2020_report.pdf",2020,"2lb",398187,"t CO2-e","t CO2e","44","ghg emissions Scope 2/Greenhouse gas emissions Scope 2","Table"
"fabege_2022_report.pdf",2021,"1",98,"tonnes CO₂e","t CO2e","43","Scope 1","Table"
"fabege_2022_report.pdf",2022,"1",54,"tonnes CO₂e","t CO2e","43","Scope 1","Table"
"fabege_2022_report.pdf",2021,"2lb",3679,"tonnes CO₂e","t CO2e","43","Scope 2/Scope 2 Total (Location- based)","Table"
"fabege_2022_report.pdf",2022,"2lb",3851,"tonnes CO₂e","t CO2e","43","Scope 2/Scope 2 Total (Location- based)","Table"
"fabege_2022_report.pdf",2021,"2mb",1512,"tonnes CO₂e","t CO2e","43","Scope 2/Scope 2 Total (Market- based)","Table"
"fabege_2022_report.pdf",2022,"2mb",1866,"tonnes CO₂e","t CO2e","43","Scope 2/Scope 2 Total (Market- based)","Table"
"fabege_2022_report.pdf",2021,"3",26997,"tonnes CO₂e","t CO2e","43","Scope 3/Scope 3 Total","Table"
"fabege_2022_report.pdf",2022,"3",28796,"tonnes CO₂e","t CO2e","43","Scope 3/Scope 3 Total","Table"
"weleda_2018_report.pdf",2017,"1",4261,"tonnes of CO2 equivalents","t CO2e","43","Direct emissions","Table"
"weleda_2018_report.pdf",2018,"1",3973,"tonnes of CO2 equivalents","t CO2e","43","Direct emissions","Table"
"weleda_2018_report.pdf",2017,"2lb",1417,"tonnes of CO2 equivalents","t CO2e","43","Indirect emissions","Table"
"weleda_2018_report.pdf",2018,"2lb",1302,"tonnes of CO2 equivalents","t CO2e","43","Indirect emissions","Table"
"freni brembo_2018_report.pdf",2016,"1",68342,"t CO2eq","t CO2e","131","Scope 1","Table"
"freni brembo_2018_report.pdf",2017,"1",74911,"t CO2eq","t CO2e","131","Scope 1","Table"
"freni brembo_2018_report.pdf",2018,"1",87691,"t CO2eq","t CO2e","131","Scope 1","Table"
"freni brembo_2018_report.pdf",2016,"2lb",369212,"t CO2eq","t CO2e","131","Scope 2 Indirect emissions due to power consumption and heating district location based/Scope 2","Table"
"freni brembo_2018_report.pdf",2017,"2lb",498005,"t CO2eq","t CO2e","131","Scope 2 Indirect emissions due to power consumption and heating district location based/Scope 2","Table"
"freni brembo_2018_report.pdf",2018,"2lb",584916,"t CO2eq","t CO2e","131","Scope 2 Indirect emissions due to power consumption and heating district location based/Scope 2","Table"
"freni brembo_2018_report.pdf",2016,"2mb",410679,"t CO2eq","t CO2e","131","Scope 2 Indirect emissions due to power consumption and heating district market based/Scope 2","Table"
"freni brembo_2018_report.pdf",2017,"2mb",444525,"t CO2eq","t CO2e","131","Scope 2 Indirect emissions due to power consumption and heating district market based/Scope 2","Table"
"freni brembo_2018_report.pdf",2018,"2mb",492821,"t CO2eq","t CO2e","131","Scope 2 Indirect emissions due to power consumption and heating district market based/Scope 2","Table"
"freni brembo_2018_report.pdf",2016,"3",201866,"t CO2eq","t CO2e","131","Scope 3","Table"
"freni brembo_2018_report.pdf",2017,"3",270687,"t CO2eq","t CO2e","131","Scope 3","Table"
"freni brembo_2018_report.pdf",2018,"3",330367,"t CO2eq","t CO2e","131","Scope 3","Table"
"fujifilm_2022_report.pdf",2017,"1",687,"kt CO2e","kt CO2e","80","Scope 1/Total direct GHG emissions (Scope 1)","Table"
"fujifilm_2022_report.pdf",2018,"1",672,"kt CO2e","kt CO2e","80","Scope 1/Total direct GHG emissions (Scope 1)","Table"
"fujifilm_2022_report.pdf",2019,"1",633,"kt CO2e","kt CO2e","80","Scope 1/Total direct GHG emissions (Scope 1)","Table"
"fujifilm_2022_report.pdf",2020,"1",603,"kt CO2e","kt CO2e","80","Scope 1/Total direct GHG emissions (Scope 1)","Table"
"fujifilm_2022_report.pdf",2021,"1",633,"kt CO2e","kt CO2e","80","Scope 1/Total direct GHG emissions (Scope 1)","Table"
"fujifilm_2022_report.pdf",2017,"2lb",593,"kt CO2e","kt CO2e","80","Scope 2 Location-based/Total indirect GHG emissions (Scope 2) Location-based","Table"
"fujifilm_2022_report.pdf",2018,"2lb",576,"kt CO2e","kt CO2e","80","Scope 2 Location-based/Total indirect GHG emissions (Scope 2) Location-based","Table"
"fujifilm_2022_report.pdf",2019,"2lb",514,"kt CO2e","kt CO2e","80","Scope 2 Location-based/Total indirect GHG emissions (Scope 2) Location-based","Table"
"fujifilm_2022_report.pdf",2020,"2lb",475,"kt CO2e","kt CO2e","80","Scope 2 Location-based/Total indirect GHG emissions (Scope 2) Location-based","Table"
"fujifilm_2022_report.pdf",2021,"2lb",494,"kt CO2e","kt CO2e","80","Scope 2 Location-based/Total indirect GHG emissions (Scope 2) Location-based","Table"
"fujifilm_2022_report.pdf",2017,"2mb",531,"kt CO2e","kt CO2e","80","Scope 2 Market-based/Total indirect GHG emissions (Scope 2) Market-based","Table"
"fujifilm_2022_report.pdf",2018,"2mb",510,"kt CO2e","kt CO2e","80","Scope 2 Market-based/Total indirect GHG emissions (Scope 2) Market-based","Table"
"fujifilm_2022_report.pdf",2019,"2mb",451,"kt CO2e","kt CO2e","80","Scope 2 Market-based/Total indirect GHG emissions (Scope 2) Market-based","Table"
"fujifilm_2022_report.pdf",2020,"2mb",409,"kt CO2e","kt CO2e","80","Scope 2 Market-based/Total indirect GHG emissions (Scope 2) Market-based","Table"
"fujifilm_2022_report.pdf",2021,"2mb",420,"kt CO2e","kt CO2e","80","Scope 2 Market-based/Total indirect GHG emissions (Scope 2) Market-based","Table"
"fujifilm_2022_report.pdf",2021,"3",3473,"kt CO2e","kt CO2e","81","Scope 3/GHG Emissions (Scope 3) Total","Table"
"georg fischer ag_2018_report.pdf",2014,"1",313,"1’000 tonnes","kt","17","Scope 1 (Direct emissions: energy consumption)","Table"
"georg fischer ag_2018_report.pdf",2015,"1",313,"1’000 tonnes","kt","17","Scope 1 (Direct emissions: energy consumption)","Table"
"georg fischer ag_2018_report.pdf",2016,"1",307,"1’000 tonnes","kt","17","Scope 1 (Direct emissions: energy consumption)","Table"
"georg fischer ag_2018_report.pdf",2017,"1",325,"1’000 tonnes","kt","17","Scope 1 (Direct emissions: energy consumption)","Table"
"georg fischer ag_2018_report.pdf",2018,"1",312,"1’000 tonnes","kt","17","Scope 1 (Direct emissions: energy consumption)","Table"
"georg fischer ag_2018_report.pdf",2014,"2lb",264,"1’000 tonnes","kt","17","Scope 2 (Indirect emissions: electricity and district heating)","Table"
"georg fischer ag_2018_report.pdf",2015,"2lb",264,"1’000 tonnes","kt","17","Scope 2 (Indirect emissions: electricity and district heating)","Table"
"georg fischer ag_2018_report.pdf",2016,"2lb",299,"1’000 tonnes","kt","17","Scope 2 (Indirect emissions: electricity and district heating)","Table"
"georg fischer ag_2018_report.pdf",2017,"2lb",337,"1’000 tonnes","kt","17","Scope 2 (Indirect emissions: electricity and district heating)","Table"
"georg fischer ag_2018_report.pdf",2018,"2lb",312,"1’000 tonnes","kt","17","Scope 2 (Indirect emissions: electricity and district heating)","Table"
"georg fischer ag_2018_report.pdf",2014,"3",3,"1’000 tonnes CO2e","kt CO2e","17","Scope 3 (Indirect emissions: business travel)","Table"
"georg fischer ag_2018_report.pdf",2015,"3",3,"1’000 tonnes CO2e","kt CO2e","17","Scope 3 (Indirect emissions: business travel)","Table"
"georg fischer ag_2018_report.pdf",2016,"3",4,"1’000 tonnes CO2e","kt CO2e","17","Scope 3 (Indirect emissions: business travel)","Table"
"georg fischer ag_2018_report.pdf",2017,"3",7,"1’000 tonnes CO2e","kt CO2e","17","Scope 3 (Indirect emissions: business travel)","Table"
"georg fischer ag_2018_report.pdf",2018,"3",6,"1’000 tonnes CO2e","kt CO2e","17","Scope 3 (Indirect emissions: business travel)","Table"
"graincorp_2019_report.pdf",2016,"1",235772,"tCO2-e","t CO2e","7","Scope 1 GHG/Scope 1 GHG Emissions","Table/Graphic"
"graincorp_2019_report.pdf",2017,"1",216108,"tCO2-e","t CO2e","7","Scope 1 GHG/Scope 1 GHG Emissions","Table/Graphic"
"graincorp_2019_report.pdf",2018,"1",211316,"tCO2-e","t CO2e","7","Scope 1 GHG/Scope 1 GHG Emissions","Table/Graphic"
"graincorp_2019_report.pdf",2019,"1",211400,"tCO2-e","t CO2e","7","Scope 1 GHG/Scope 1 GHG Emissions","Table/Graphic"
"graincorp_2019_report.pdf",2016,"2lb",165563,"tCO2-e","t CO2e","7","Scope 2 GHG/Scope 2 GHG Emissions","Table/Graphic"
"graincorp_2019_report.pdf",2017,"2lb",167666,"tCO2-e","t CO2e","7","Scope 2 GHG/Scope 2 GHG Emissions","Table/Graphic"
"graincorp_2019_report.pdf",2018,"2lb",151718,"tCO2-e","t CO2e","7","Scope 2 GHG/Scope 2 GHG Emissions","Table/Graphic"
"graincorp_2019_report.pdf",2019,"2lb",145806,"tCO2-e","t CO2e","7","Scope 2 GHG/Scope 2 GHG Emissions","Table/Graphic"
"granite construction inc_2020_report.pdf",2015,"1",132285,"CO2 Equivalents (US Tons)","CO2e (US Tons)","*66","Total Scope 1 CO2 Equivalents (US Tons)/Total Scope 1 CO2  Equivalents (US Tons) ","Graphic"
"granite construction inc_2020_report.pdf",2020,"1",244727.61,"CO2 equivalents (US tons)","CO2e (US tons)","*103","Direct (Scope 1) GHG emissions","Table"
"granite construction inc_2020_report.pdf",2020,"1",244727.61,"CO2 equivalents (US tons)","CO2e (US tons)","*112","Gross global Scope 1 emissions","Table"
"granite construction inc_2020_report.pdf",2020,"1",244727,"CO2 Equivalents (US Tons)","CO2e (US Tons)","*66","Total Scope 1 CO2 Equivalents (US Tons)/Total Scope 1 CO2  Equivalents (US Tons) ","Graphic"
"granite construction inc_2020_report.pdf",2020,"1",244727.61,"CO2 Equivalents (US Tons)","CO2e (US Tons)","*67","Total Scope 1","Illustration/Graphic"
"h. lundbeck_2021_report.pdf",2019,"1",29025,"Tonne CO2e","t CO2e","28","Scope 1 GHGs","Table"
"h. lundbeck_2021_report.pdf",2020,"1",22050,"Tonne CO2e","t CO2e","28","Scope 1 GHGs","Table"
"h. lundbeck_2021_report.pdf",2021,"1",24689,"Tonne CO2e","t CO2e","28","Scope 1 GHGs","Table"
"h. lundbeck_2021_report.pdf",2019,"2lb",17745,"Tonne CO2e","t CO2e","28","Scope 2 GHGs (location based)","Table"
"h. lundbeck_2021_report.pdf",2020,"2lb",14861,"Tonne CO2e","t CO2e","28","Scope 2 GHGs (location based)","Table"
"h. lundbeck_2021_report.pdf",2021,"2lb",15798,"Tonne CO2e","t CO2e","28","Scope 2 GHGs (location based)","Table"
"h. lundbeck_2021_report.pdf",2019,"2mb",9405,"Tonne CO2e","t CO2e","28","Scope 2 GHGs (market based)","Table"
"h. lundbeck_2021_report.pdf",2020,"2mb",8480,"Tonne CO2e","t CO2e","28","Scope 2 GHGs (market based)","Table"
"h. lundbeck_2021_report.pdf",2021,"2mb",7486,"Tonne CO2e","t CO2e","28","Scope 2 GHGs (market based)","Table"
"hammerson reit_2021_report.pdf",2020,"1",3309,"tCO2e","t CO2e","173","Scope 1: Direct emissions from owned/controlled operations","Table"
"hammerson reit_2021_report.pdf",2021,"1",4293,"tCO2e","t CO2e","173","Scope 1: Direct emissions from owned/controlled operations","Table"
"hammerson reit_2021_report.pdf",2020,"2lb",13711,"tCO2e","t CO2e","173","Scope 2: Indirect emissions from the use of purchased electricity, steam, heating and cooling","Table"
"hammerson reit_2021_report.pdf",2021,"2lb",13210,"tCO2e","t CO2e","173","Scope 2: Indirect emissions from the use of purchased electricity, steam, heating and cooling","Table"
"hammerson reit_2021_report.pdf",2020,"2mb",3331,"tCO2e","t CO2e","173","Scope 2: Indirect emissions from the use of purchased electricity, steam, heating and cooling","Table"
"hammerson reit_2021_report.pdf",2021,"2mb",3850,"tCO2e","t CO2e","173","Scope 2: Indirect emissions from the use of purchased electricity, steam, heating and cooling","Table"
"hammerson reit_2021_report.pdf",2020,"3",825,"tCO2e","t CO2e","173","Scope 3: Other indirect emissions","Table"
"hammerson reit_2021_report.pdf",2021,"3",692,"tCO2e","t CO2e","173","Scope 3: Other indirect emissions","Table"
"hang lung properties_2018_report.pdf",2016,"2lb",209034.43,"Tonnes CO2e","t CO2e","53","Energy indirect emissions (Scope 2)","Table"
"hang lung properties_2018_report.pdf",2017,"2lb",231363.82,"Tonnes CO2e","t CO2e","53","Energy indirect emissions (Scope 2)","Table"
"hang lung properties_2018_report.pdf",2018,"2lb",271239.53,"Tonnes CO2e","t CO2e","53","Energy indirect emissions (Scope 2)","Table"
"hang lung properties_2018_report.pdf",2016,"3",449.99,"Tonnes CO2e","t CO2e","53","other indirect emissions/Other indirect emissions (Scope 3)","Table"
"hang lung properties_2018_report.pdf",2017,"3",739.83,"Tonnes CO2e","t CO2e","53","other indirect emissions/Other indirect emissions (Scope 3)","Table"
"hang lung properties_2018_report.pdf",2018,"3",838.22,"Tonnes CO2e","t CO2e","53","other indirect emissions/Other indirect emissions (Scope 3)","Table"
"healius ltd_2022_report.pdf",2021,"1",6602,"tonnes","t","50","Scope 1","Table"
"healius ltd_2022_report.pdf",2022,"1",6533,"tonnes","t","50","Scope 1","Table"
"healius ltd_2022_report.pdf",2021,"2lb",27038,"tonnes","t","50","Scope 2","Table"
"healius ltd_2022_report.pdf",2022,"2lb",25610,"tonnes","t","50","Scope 2","Table"
"hudbay minerals inc_2020_report.pdf",2017,"1",177,"kilotonnes of CO2-equivalent","kt CO2e","95","Direct co2 emissions/Direct CO2e emissions","Table"
"hudbay minerals inc_2020_report.pdf",2018,"1",170,"kilotonnes of CO2-equivalent","kt CO2e","95","Direct co2 emissions/Direct CO2e emissions","Table"
"hudbay minerals inc_2020_report.pdf",2019,"1",161,"kilotonnes of CO2-equivalent","kt CO2e","95","Direct co2 emissions/Direct CO2e emissions","Table"
"hudbay minerals inc_2020_report.pdf",2020,"1",144,"kilotonnes of CO2-equivalent","kt CO2e","95","Direct co2 emissions/Direct CO2e emissions","Table"
"hudbay minerals inc_2020_report.pdf",2017,"2lb",363,"kilotonnes of CO2-equivalent","kt CO2e","95","indirect co2 emissions/Indirect CO2e emissions","Table"
"hudbay minerals inc_2020_report.pdf",2018,"2lb",403,"kilotonnes of CO2-equivalent","kt CO2e","95","indirect co2 emissions/Indirect CO2e emissions","Table"
"hudbay minerals inc_2020_report.pdf",2019,"2lb",402,"kilotonnes of CO2-equivalent","kt CO2e","95","indirect co2 emissions/Indirect CO2e emissions","Table"
"hudbay minerals inc_2020_report.pdf",2020,"2lb",367,"kilotonnes of CO2-equivalent","kt CO2e","95","indirect co2 emissions/Indirect CO2e emissions","Table"
"huhtamaki_2018_report.pdf",2014,"1",188000,"metric tons CO₂ eqv","t CO2e","48","Scope 1","Graphic"
"huhtamaki_2018_report.pdf",2015,"1",191000,"metric tons CO₂ eqv","t CO2e","48","Scope 1","Graphic"
"huhtamaki_2018_report.pdf",2016,"1",198000,"metric tons CO₂ eqv","t CO2e","48","Scope 1","Graphic"
"huhtamaki_2018_report.pdf",2017,"1",207000,"metric tons CO₂ eqv","t CO2e","48","Scope 1","Graphic"
"huhtamaki_2018_report.pdf",2018,"1",207000,"metric tons CO₂ eqv","t CO2e","48","Scope 1","Graphic"
"huhtamaki_2018_report.pdf",2014,"2lb",479000,"metric tons CO₂ eqv","t CO2e","48","Scope 2","Graphic"
"huhtamaki_2018_report.pdf",2015,"2lb",487000,"metric tons CO₂ eqv","t CO2e","48","Scope 2","Graphic"
"huhtamaki_2018_report.pdf",2016,"2lb",526000,"metric tons CO₂ eqv","t CO2e","48","Scope 2","Graphic"
"huhtamaki_2018_report.pdf",2017,"2lb",549000,"metric tons CO₂ eqv","t CO2e","48","Scope 2","Graphic"
"huhtamaki_2018_report.pdf",2018,"2lb",559000,"metric tons CO₂ eqv","t CO2e","48","Scope 2","Graphic"
"huhtamaki_2019_report.pdf",2015,"1",191000,"metric tons CO₂ eqv","t CO2e","44","TOTAL GREENHOUSE GAS EMISSIONS - Scope 1/TOTAL GREENHOUSE GAS EMISSIONS","Graphic"
"huhtamaki_2019_report.pdf",2016,"1",198000,"metric tons CO₂ eqv","t CO2e","44","TOTAL GREENHOUSE GAS EMISSIONS - Scope 1/TOTAL GREENHOUSE GAS EMISSIONS","Graphic"
"huhtamaki_2019_report.pdf",2017,"1",207000,"metric tons CO₂ eqv","t CO2e","44","TOTAL GREENHOUSE GAS EMISSIONS - Scope 1/TOTAL GREENHOUSE GAS EMISSIONS","Graphic"
"huhtamaki_2019_report.pdf",2018,"1",207000,"metric tons CO₂ eqv","t CO2e","44","TOTAL GREENHOUSE GAS EMISSIONS - Scope 1/TOTAL GREENHOUSE GAS EMISSIONS","Graphic"
"huhtamaki_2019_report.pdf",2019,"1",219000,"metric tons CO₂ eqv","t CO2e","44","TOTAL GREENHOUSE GAS EMISSIONS - Scope 1/TOTAL GREENHOUSE GAS EMISSIONS","Graphic"
"huhtamaki_2019_report.pdf",2015,"2lb",484000,"metric tons CO₂ eqv","t CO2e","44","TOTAL GREENHOUSE GAS EMISSIONS - Scope 2/TOTAL GREENHOUSE GAS EMISSIONS","Graphic"
"huhtamaki_2019_report.pdf",2016,"2lb",512000,"metric tons CO₂ eqv","t CO2e","44","TOTAL GREENHOUSE GAS EMISSIONS - Scope 2/TOTAL GREENHOUSE GAS EMISSIONS","Graphic"
"huhtamaki_2019_report.pdf",2017,"2lb",534000,"metric tons CO₂ eqv","t CO2e","44","TOTAL GREENHOUSE GAS EMISSIONS - Scope 2/TOTAL GREENHOUSE GAS EMISSIONS","Graphic"
"huhtamaki_2019_report.pdf",2018,"2lb",544000,"metric tons CO₂ eqv","t CO2e","44","TOTAL GREENHOUSE GAS EMISSIONS - Scope 2/TOTAL GREENHOUSE GAS EMISSIONS","Graphic"
"huhtamaki_2019_report.pdf",2019,"2lb",546000,"metric tons CO₂ eqv","t CO2e","44","TOTAL GREENHOUSE GAS EMISSIONS - Scope 2/TOTAL GREENHOUSE GAS EMISSIONS","Graphic"
"inchcape plc_2022_report.pdf",2021,"1",9752,"tCO2e","t CO2e","120","Scope 1 Emissions/Scope 1 Emissions","Table"
"inchcape plc_2022_report.pdf",2022,"1",17002,"tCO2e","t CO2e","120","Scope 1 Emissions/Scope 1 Emissions","Table"
"inchcape plc_2022_report.pdf",2021,"2lb",27277,"tCO2e","t CO2e","120","Scope 2 Emissions (Location-based, tCO 2 e)/Scope 2 Emissions","Table"
"inchcape plc_2022_report.pdf",2022,"2lb",22223,"tCO2e","t CO2e","120","Scope 2 Emissions (Location-based, tCO 2 e)/Scope 2 Emissions","Table"
"inchcape plc_2022_report.pdf",2019,"3",18.7,"m tCO2e","m t CO2e","54","group’s Scope 3 emissions profile","Text"
"inchcape plc_2022_report.pdf",2021,"3",82068,"tCO2e","t CO2e","120","Scope 3 Emissions (Business Travel & Upstream Transport, tCO 2 e)/Scope 3 Emissions","Table"
"inchcape plc_2022_report.pdf",2022,"3",187713,"tCO2e","t CO2e","120","Scope 3 Emissions (Business Travel & Upstream Transport, tCO 2 e)/Scope 3 Emissions","Table"
"kilroy realty_2017_report.pdf",2016,"1",4059,"Tonnes","t","35","Scope 1/Scope 1 Absolute Consumption","Table"
"kilroy realty_2017_report.pdf",2017,"1",4641,"Tonnes","t","35","Scope 1/Scope 1 Absolute Consumption","Table"
"kilroy realty_2017_report.pdf",2017,"1",4641,"metric tons of CO2e","t CO2e","68","Scope 1","Text"
"kilroy realty_2017_report.pdf",2016,"2lb",44145,"Tonnes","t","35","Scope 2/Scope 2 Absolute Consumption","Table"
"kilroy realty_2017_report.pdf",2017,"2lb",42947,"Tonnes","t","35","Scope 2 Absolute Consumption","Table"
"kilroy realty_2017_report.pdf",2017,"2lb",42947,"metric tons of CO2e","t CO2e","68","Scope 2","Text"
"kilroy realty_2018_report.pdf",2017,"1",4120,"Tonnes","t","14","Scope 1","Table"
"kilroy realty_2018_report.pdf",2018,"1",3908,"Tonnes","t","14","Scope 1/Scope 2","Table"
"kilroy realty_2018_report.pdf",2017,"2lb",36504,"Tonnes","t","14","Scope 2 (Location-Based)","Table"
"kilroy realty_2018_report.pdf",2018,"2lb",33207,"Tonnes","t","14","Scope 2 (Location-Based)","Table"
"kilroy realty_2018_report.pdf",2017,"2mb",35735,"Tonnes","t","14","Scope 2 (Market-Based)","Table"
"kilroy realty_2018_report.pdf",2018,"2mb",30439,"Tonnes","t","14","Scope 2 (Market-Based)","Table"
"innospec inc_2020_report.pdf",2020,"2mb",0,NA,NA,"Env33","Scope 2 Greenhouse Gas (GHG) emissions","Text"
"jetblue airways corp_2019_report.pdf",2015,"1",6903710,"tCO2e","t CO2e","10","Direct (Scope 1)/Direct Scope 1","Table"
"jetblue airways corp_2019_report.pdf",2015,"1",6903710,"tCO2e","t CO2e","9","Direct (Scope 1)","Table"
"jetblue airways corp_2019_report.pdf",2016,"1",7484799,"tCO2e","t CO2e","10","Direct (Scope 1)/Direct Scope 1","Table"
"jetblue airways corp_2019_report.pdf",2016,"1",7491616,"tCO2e","t CO2e","9","Direct (Scope 1)","Table"
"jetblue airways corp_2019_report.pdf",2017,"1",7809488,"tCO2e","t CO2e","10","Direct (Scope 1)/Direct Scope 1","Table"
"jetblue airways corp_2019_report.pdf",2017,"1",7809488,"tCO2e","t CO2e","9","Direct (Scope 1)","Table"
"jetblue airways corp_2019_report.pdf",2018,"1",8370944,"tCO2e","t CO2e","10","Direct (Scope 1)","Table"
"jetblue airways corp_2019_report.pdf",2018,"1",8370944,"tCO2e","t CO2e","9","Direct (Scope 1)","Table"
"jetblue airways corp_2019_report.pdf",2019,"1",8730756,"tCO2e","t CO2e","10","Direct (Scope 1)/Direct Scope 1","Table"
"jetblue airways corp_2019_report.pdf",2019,"1",8730756,"tonnes CO2e","t CO2e","11","Direct (Scope 1)/Direct Scope 1","Table"
"jetblue airways corp_2019_report.pdf",2019,"1",8730756,"tCO2e","t CO2e","9","Direct (Scope 1)","Table"
