report_name,status,scopes_present,years_present,year,scope,page,value,unit,unit_normalized,label,value_0,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,unit_0,unit_1,unit_2,unit_3,unit_4,unit_5,unit_6,unit_7,unit_8,unit_9,unit_10,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10
atlas arteria_2019_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019']",2014,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlas arteria_2019_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019']",2015,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlas arteria_2019_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019']",2016,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlas arteria_2019_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019']",2017,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlas arteria_2019_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019']",2018,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlas arteria_2019_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019']",2019,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlas arteria_2019_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019']",2020,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlas arteria_2019_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019']",2021,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlas arteria_2019_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019']",2022,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlas arteria_2019_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019']",2013,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlas arteria_2019_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019']",2014,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlas arteria_2019_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019']",2015,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlas arteria_2019_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019']",2016,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlas arteria_2019_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019']",2017,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlas arteria_2019_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019']",2018,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlas arteria_2019_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019']",2019,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlas arteria_2019_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019']",2020,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlas arteria_2019_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019']",2021,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlas arteria_2019_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019']",2022,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoneum holding_2019_report,partial,"['1', '2lb']","['2017', '2018', '2019']",2013,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoneum holding_2019_report,partial,"['1', '2lb']","['2017', '2018', '2019']",2014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoneum holding_2019_report,partial,"['1', '2lb']","['2017', '2018', '2019']",2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoneum holding_2019_report,partial,"['1', '2lb']","['2017', '2018', '2019']",2016,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoneum holding_2019_report,partial,"['1', '2lb']","['2017', '2018', '2019']",2017,1,27,81077.0,metric tons CO2 equivalents,t CO2e,Scope 1/CO2 Emissions Scope 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoneum holding_2019_report,partial,"['1', '2lb']","['2017', '2018', '2019']",2018,1,27,109577.0,metric tons CO2 equivalents,t CO2e,Scope 3/CO2 Emissions Scope 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoneum holding_2019_report,partial,"['1', '2lb']","['2017', '2018', '2019']",2019,1,27,116274.0,metric tons CO2 equivalents,t CO2e,Scope 5/CO2 Emissions Scope 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoneum holding_2019_report,partial,"['1', '2lb']","['2017', '2018', '2019']",2020,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoneum holding_2019_report,partial,"['1', '2lb']","['2017', '2018', '2019']",2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoneum holding_2019_report,partial,"['1', '2lb']","['2017', '2018', '2019']",2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoneum holding_2019_report,partial,"['1', '2lb']","['2017', '2018', '2019']",2013,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoneum holding_2019_report,partial,"['1', '2lb']","['2017', '2018', '2019']",2014,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoneum holding_2019_report,partial,"['1', '2lb']","['2017', '2018', '2019']",2015,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoneum holding_2019_report,partial,"['1', '2lb']","['2017', '2018', '2019']",2016,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoneum holding_2019_report,partial,"['1', '2lb']","['2017', '2018', '2019']",2017,2lb,27,235014.0,metric tons CO2 equivalents,t CO2e,Scope 2/CO2 Emissions Scope 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoneum holding_2019_report,partial,"['1', '2lb']","['2017', '2018', '2019']",2018,2lb,27,256550.0,metric tons CO2 equivalents,t CO2e,Scope 2/CO2 Emissions Scope 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoneum holding_2019_report,partial,"['1', '2lb']","['2017', '2018', '2019']",2019,2lb,27,264287.0,metric tons CO2 equivalents,t CO2e,Scope 2/CO2 Emissions Scope 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoneum holding_2019_report,partial,"['1', '2lb']","['2017', '2018', '2019']",2020,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoneum holding_2019_report,partial,"['1', '2lb']","['2017', '2018', '2019']",2021,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoneum holding_2019_report,partial,"['1', '2lb']","['2017', '2018', '2019']",2022,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoneum holding_2019_report,partial,"['1', '2lb']","['2017', '2018', '2019']",2013,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoneum holding_2019_report,partial,"['1', '2lb']","['2017', '2018', '2019']",2014,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoneum holding_2019_report,partial,"['1', '2lb']","['2017', '2018', '2019']",2015,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoneum holding_2019_report,partial,"['1', '2lb']","['2017', '2018', '2019']",2016,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoneum holding_2019_report,partial,"['1', '2lb']","['2017', '2018', '2019']",2017,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoneum holding_2019_report,partial,"['1', '2lb']","['2017', '2018', '2019']",2018,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoneum holding_2019_report,partial,"['1', '2lb']","['2017', '2018', '2019']",2019,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoneum holding_2019_report,partial,"['1', '2lb']","['2017', '2018', '2019']",2020,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoneum holding_2019_report,partial,"['1', '2lb']","['2017', '2018', '2019']",2021,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoneum holding_2019_report,partial,"['1', '2lb']","['2017', '2018', '2019']",2022,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoneum holding_2019_report,partial,"['1', '2lb']","['2017', '2018', '2019']",2013,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoneum holding_2019_report,partial,"['1', '2lb']","['2017', '2018', '2019']",2014,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoneum holding_2019_report,partial,"['1', '2lb']","['2017', '2018', '2019']",2015,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoneum holding_2019_report,partial,"['1', '2lb']","['2017', '2018', '2019']",2016,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoneum holding_2019_report,partial,"['1', '2lb']","['2017', '2018', '2019']",2017,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoneum holding_2019_report,partial,"['1', '2lb']","['2017', '2018', '2019']",2018,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoneum holding_2019_report,partial,"['1', '2lb']","['2017', '2018', '2019']",2019,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoneum holding_2019_report,partial,"['1', '2lb']","['2017', '2018', '2019']",2020,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoneum holding_2019_report,partial,"['1', '2lb']","['2017', '2018', '2019']",2021,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoneum holding_2019_report,partial,"['1', '2lb']","['2017', '2018', '2019']",2022,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bekaert (d) sa_2022_report,partial,"['1', '3']","['2019', '2021', '2022']",2013,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bekaert (d) sa_2022_report,partial,"['1', '3']","['2019', '2021', '2022']",2014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bekaert (d) sa_2022_report,partial,"['1', '3']","['2019', '2021', '2022']",2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bekaert (d) sa_2022_report,partial,"['1', '3']","['2019', '2021', '2022']",2016,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bekaert (d) sa_2022_report,partial,"['1', '3']","['2019', '2021', '2022']",2017,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bekaert (d) sa_2022_report,partial,"['1', '3']","['2019', '2021', '2022']",2018,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bekaert (d) sa_2022_report,partial,"['1', '3']","['2019', '2021', '2022']",2019,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bekaert (d) sa_2022_report,partial,"['1', '3']","['2019', '2021', '2022']",2020,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bekaert (d) sa_2022_report,partial,"['1', '3']","['2019', '2021', '2022']",2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bekaert (d) sa_2022_report,partial,"['1', '3']","['2019', '2021', '2022']",2022,1,272,316951.0,ton CO2,ton CO2,"Scope 1 GHG emissions [natural gas, LPG and fuel ]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bekaert (d) sa_2022_report,partial,"['1', '3']","['2019', '2021', '2022']",2013,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bekaert (d) sa_2022_report,partial,"['1', '3']","['2019', '2021', '2022']",2014,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bekaert (d) sa_2022_report,partial,"['1', '3']","['2019', '2021', '2022']",2015,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bekaert (d) sa_2022_report,partial,"['1', '3']","['2019', '2021', '2022']",2016,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bekaert (d) sa_2022_report,partial,"['1', '3']","['2019', '2021', '2022']",2017,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bekaert (d) sa_2022_report,partial,"['1', '3']","['2019', '2021', '2022']",2018,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bekaert (d) sa_2022_report,partial,"['1', '3']","['2019', '2021', '2022']",2019,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bekaert (d) sa_2022_report,partial,"['1', '3']","['2019', '2021', '2022']",2020,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bekaert (d) sa_2022_report,partial,"['1', '3']","['2019', '2021', '2022']",2021,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bekaert (d) sa_2022_report,partial,"['1', '3']","['2019', '2021', '2022']",2022,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bekaert (d) sa_2022_report,partial,"['1', '3']","['2019', '2021', '2022']",2013,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bekaert (d) sa_2022_report,partial,"['1', '3']","['2019', '2021', '2022']",2014,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bekaert (d) sa_2022_report,partial,"['1', '3']","['2019', '2021', '2022']",2015,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bekaert (d) sa_2022_report,partial,"['1', '3']","['2019', '2021', '2022']",2016,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bekaert (d) sa_2022_report,partial,"['1', '3']","['2019', '2021', '2022']",2017,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bekaert (d) sa_2022_report,partial,"['1', '3']","['2019', '2021', '2022']",2018,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bekaert (d) sa_2022_report,partial,"['1', '3']","['2019', '2021', '2022']",2019,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bekaert (d) sa_2022_report,partial,"['1', '3']","['2019', '2021', '2022']",2020,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bekaert (d) sa_2022_report,partial,"['1', '3']","['2019', '2021', '2022']",2021,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bekaert (d) sa_2022_report,partial,"['1', '3']","['2019', '2021', '2022']",2022,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bekaert (d) sa_2022_report,partial,"['1', '3']","['2019', '2021', '2022']",2013,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bekaert (d) sa_2022_report,partial,"['1', '3']","['2019', '2021', '2022']",2014,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bekaert (d) sa_2022_report,partial,"['1', '3']","['2019', '2021', '2022']",2015,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bekaert (d) sa_2022_report,partial,"['1', '3']","['2019', '2021', '2022']",2016,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bekaert (d) sa_2022_report,partial,"['1', '3']","['2019', '2021', '2022']",2017,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bekaert (d) sa_2022_report,partial,"['1', '3']","['2019', '2021', '2022']",2018,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bekaert (d) sa_2022_report,partial,"['1', '3']","['2019', '2021', '2022']",2019,3,276,6045636.0,ton CO2e,ton CO2e,Total Scope 3 emissions/Total Scope 3 emission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bekaert (d) sa_2022_report,partial,"['1', '3']","['2019', '2021', '2022']",2020,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bekaert (d) sa_2022_report,partial,"['1', '3']","['2019', '2021', '2022']",2021,3,276,6736962.0,ton CO2e,ton CO2e,Total Scope 3 emissions/Total Scope 3 emission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bekaert (d) sa_2022_report,partial,"['1', '3']","['2019', '2021', '2022']",2022,3,276,6187086.0,ton CO2e,ton CO2e,Total Scope 3 emissions/Total Scope 3 emission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackline safety_2021_report,partial,"['1', '2lb', '3']","['2020', '2021']",2013,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackline safety_2021_report,partial,"['1', '2lb', '3']","['2020', '2021']",2014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackline safety_2021_report,partial,"['1', '2lb', '3']","['2020', '2021']",2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackline safety_2021_report,partial,"['1', '2lb', '3']","['2020', '2021']",2016,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackline safety_2021_report,partial,"['1', '2lb', '3']","['2020', '2021']",2017,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackline safety_2021_report,partial,"['1', '2lb', '3']","['2020', '2021']",2018,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackline safety_2021_report,partial,"['1', '2lb', '3']","['2020', '2021']",2019,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackline safety_2021_report,partial,"['1', '2lb', '3']","['2020', '2021']",2020,1,19,165.6,MT CO2e,MT CO2e,Scope 1 - MT CO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackline safety_2021_report,partial,"['1', '2lb', '3']","['2020', '2021']",2021,1,19,215.0,MT CO2e,MT CO2e,Scope 1 - MT CO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackline safety_2021_report,partial,"['1', '2lb', '3']","['2020', '2021']",2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackline safety_2021_report,partial,"['1', '2lb', '3']","['2020', '2021']",2013,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackline safety_2021_report,partial,"['1', '2lb', '3']","['2020', '2021']",2014,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackline safety_2021_report,partial,"['1', '2lb', '3']","['2020', '2021']",2015,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackline safety_2021_report,partial,"['1', '2lb', '3']","['2020', '2021']",2016,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackline safety_2021_report,partial,"['1', '2lb', '3']","['2020', '2021']",2017,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackline safety_2021_report,partial,"['1', '2lb', '3']","['2020', '2021']",2018,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackline safety_2021_report,partial,"['1', '2lb', '3']","['2020', '2021']",2019,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackline safety_2021_report,partial,"['1', '2lb', '3']","['2020', '2021']",2020,2lb,19,227.4,MT CO2e,MT CO2e,Scope 2 - MT CO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackline safety_2021_report,partial,"['1', '2lb', '3']","['2020', '2021']",2021,2lb,19,576.0,MT CO2e,MT CO2e,Scope 2 - MT CO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackline safety_2021_report,partial,"['1', '2lb', '3']","['2020', '2021']",2022,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackline safety_2021_report,partial,"['1', '2lb', '3']","['2020', '2021']",2013,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackline safety_2021_report,partial,"['1', '2lb', '3']","['2020', '2021']",2014,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackline safety_2021_report,partial,"['1', '2lb', '3']","['2020', '2021']",2015,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackline safety_2021_report,partial,"['1', '2lb', '3']","['2020', '2021']",2016,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackline safety_2021_report,partial,"['1', '2lb', '3']","['2020', '2021']",2017,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackline safety_2021_report,partial,"['1', '2lb', '3']","['2020', '2021']",2018,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackline safety_2021_report,partial,"['1', '2lb', '3']","['2020', '2021']",2019,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackline safety_2021_report,partial,"['1', '2lb', '3']","['2020', '2021']",2020,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackline safety_2021_report,partial,"['1', '2lb', '3']","['2020', '2021']",2021,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackline safety_2021_report,partial,"['1', '2lb', '3']","['2020', '2021']",2022,2mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackline safety_2021_report,partial,"['1', '2lb', '3']","['2020', '2021']",2013,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackline safety_2021_report,partial,"['1', '2lb', '3']","['2020', '2021']",2014,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackline safety_2021_report,partial,"['1', '2lb', '3']","['2020', '2021']",2015,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackline safety_2021_report,partial,"['1', '2lb', '3']","['2020', '2021']",2016,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackline safety_2021_report,partial,"['1', '2lb', '3']","['2020', '2021']",2017,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackline safety_2021_report,partial,"['1', '2lb', '3']","['2020', '2021']",2018,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackline safety_2021_report,partial,"['1', '2lb', '3']","['2020', '2021']",2019,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackline safety_2021_report,partial,"['1', '2lb', '3']","['2020', '2021']",2020,3,19,1661.2,MT CO2e,MT CO2e,Scope 3 - MT CO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackline safety_2021_report,partial,"['1', '2lb', '3']","['2020', '2021']",2021,3,19,1606.2,MT CO2e,MT CO2e,Scope 3 - MT CO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackline safety_2021_report,partial,"['1', '2lb', '3']","['2020', '2021']",2022,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabot corp_2018_report,partial,"['1', '2lb']","['2016', '2017', '2018']",2013,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabot corp_2018_report,partial,"['1', '2lb']","['2016', '2017', '2018']",2014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabot corp_2018_report,partial,"['1', '2lb']","['2016', '2017', '2018']",2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabot corp_2018_report,partial,"['1', '2lb']","['2016', '2017', '2018']",2016,1,22,4.5,MM MT CO2e,MM MT CO2e,SCOPE 1 MM MT CO2e/GHG EMISSIONS SCOPE 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabot corp_2018_report,partial,"['1', '2lb']","['2016', '2017', '2018']",2017,1,22,4.58,MM MT CO2e,MM MT CO2e,SCOPE 1 MM MT CO2e/GHG EMISSIONS SCOPE 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabot corp_2018_report,partial,"['1', '2lb']","['2016', '2017', '2018']",2018,1,22,4.77,MM MT CO2e,MM MT CO2e,SCOPE 1 MM MT CO2e/GHG EMISSIONS SCOPE 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabot corp_2018_report,partial,"['1', '2lb']","['2016', '2017', '2018']",2019,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabot corp_2018_report,partial,"['1', '2lb']","['2016', '2017', '2018']",2020,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabot corp_2018_report,partial,"['1', '2lb']","['2016', '2017', '2018']",2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabot corp_2018_report,partial,"['1', '2lb']","['2016', '2017', '2018']",2022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabot corp_2018_report,partial,"['1', '2lb']","['2016', '2017', '2018']",2013,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabot corp_2018_report,partial,"['1', '2lb']","['2016', '2017', '2018']",2014,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabot corp_2018_report,partial,"['1', '2lb']","['2016', '2017', '2018']",2015,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabot corp_2018_report,partial,"['1', '2lb']","['2016', '2017', '2018']",2016,2lb,22,0.34,MM MT CO2e,MM MT CO2e,SCOPE 2 MM MT CO2e/GHG EMISSIONS SCOPE 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabot corp_2018_report,partial,"['1', '2lb']","['2016', '2017', '2018']",2017,2lb,22,0.33,MM MT CO2e,MM MT CO2e,SCOPE 2 MM MT CO2e/GHG EMISSIONS SCOPE 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabot corp_2018_report,partial,"['1', '2lb']","['2016', '2017', '2018']",2018,2lb,22,0.32,MM MT CO2e,MM MT CO2e,SCOPE 2 MM MT CO2e/GHG EMISSIONS SCOPE 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabot corp_2018_report,partial,"['1', '2lb']","['2016', '2017', '2018']",2019,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cabot corp_2018_report,partial,"['1', '2lb']","['2016', '2017', '2018']",2020,2lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
