report_name,status,scopes_present,years_present,year,scope,page,value,unit,unit_normalized,label,value_t1,value_t2,value_m1,value_m2,value_i1,value_i2,unit_t1,unit_t2,unit_m1,unit_m2,unit_i1,unit_i2,label_t1,label_t2,label_m1,label_m2,label_i1,label_i2
Daimler_2020_report,partial,"['1', '2lb', '2mb']","['2016', '2017', '2018', '2019', '2020']",2019,2mb,63,1276.0,thousand tonnes,kt,CO2 indirect (Scope 2) - market-based,[1276.0],[1276.0],"[1276.0, 431.0, 834.0, 160.0, 911.0]",[1276.0],[1276.0],"[1276.0, 431.0, 834.0, 160.0, 911.0]","['1,000 t']","['1,000 t']","['1,000 t', 'kg/vehicle', 'kg/vehicle', 'kg/vehicle', 'kg/vehicle']","['1,000 t']","['1,000 t']","['in 1,000 t', 'kg/vehicle', 'kg/vehicle', 'kg/vehicle', 'kg/vehicle']",['CO2 indirect (Scope 2) - market-based'],['CO2 indirect (Scope 2) - market-based'],"['CO2 indirect (Scope 2) - market-based', 'Cars – CO2 indirect (Scope 2) - market-based**', 'Trucks*** – CO2 indirect (Scope 2) - market-based**', 'Vans – CO2 indirect (Scope 2) - market-based**', 'Buses – CO2 indirect (Scope 2) - market-based**']",['CO₂ indirect (Scope 2) - market-based'],['CO₂ indirect (Scope 2) - market-based'],"['CO₂ indirect (Scope 2) - market-based', 'Cars - CO₂ indirect (Scope 2) - market-based', 'Trucks - CO₂ indirect (Scope 2) - market-based', 'Vans - CO₂ indirect (Scope 2) - market-based', 'Buses - CO₂ indirect (Scope 2) - market-based']"
Daimler_2020_report,partial,"['1', '2lb', '2mb']","['2016', '2017', '2018', '2019', '2020']",2020,2mb,63,1035.0,thousand tonnes,kt,CO2 indirect (Scope 2) - market-based,[1035.0],[1035.0],"[1035.0, 426.0, 954.0, 147.0, 1245.0]",[1035.0],[1035.0],"[1035.0, 426.0, 954.0, 147.0, 1245.0]","['1,000 t']","['1,000 t']","['1,000 t', 'kg/vehicle', 'kg/vehicle', 'kg/vehicle', 'kg/vehicle']","['1,000 t']","['1,000 t']","['in 1,000 t', 'kg/vehicle', 'kg/vehicle', 'kg/vehicle', 'kg/vehicle']",['CO2 indirect (Scope 2) - market-based'],['CO2 indirect (Scope 2) - market-based'],"['CO2 indirect (Scope 2) - market-based', 'Cars – CO2 indirect (Scope 2) - market-based**', 'Trucks*** – CO2 indirect (Scope 2) - market-based**', 'Vans – CO2 indirect (Scope 2) - market-based**', 'Buses – CO2 indirect (Scope 2) - market-based**']",['CO₂ indirect (Scope 2) - market-based'],['CO₂ indirect (Scope 2) - market-based'],"['CO₂ indirect (Scope 2) - market-based', 'Cars - CO₂ indirect (Scope 2) - market-based', 'Trucks - CO₂ indirect (Scope 2) - market-based', 'Vans - CO₂ indirect (Scope 2) - market-based', 'Buses - CO₂ indirect (Scope 2) - market-based']"
Daimler_2020_report,partial,"['1', '2lb', '2mb']","['2016', '2017', '2018', '2019', '2020']",2021,2mb,,,,,,,,,,,,,,,,,,,,,,,
Daimler_2020_report,partial,"['1', '2lb', '2mb']","['2016', '2017', '2018', '2019', '2020']",2022,2mb,,,,,,,,,,,,,,,,,,,,,,,
Daimler_2020_report,partial,"['1', '2lb', '2mb']","['2016', '2017', '2018', '2019', '2020']",2013,3,,,,,,,,,,,,,,,,,,,,,,,
Daimler_2020_report,partial,"['1', '2lb', '2mb']","['2016', '2017', '2018', '2019', '2020']",2014,3,,,,,,,,,,,,,,,,,,,,,,,
Daimler_2020_report,partial,"['1', '2lb', '2mb']","['2016', '2017', '2018', '2019', '2020']",2015,3,,,,,,,,,,,,,,,,,,,,,,,
Daimler_2020_report,partial,"['1', '2lb', '2mb']","['2016', '2017', '2018', '2019', '2020']",2016,3,,,,,,,,,,,,,,,,,,,,,,,
Daimler_2020_report,partial,"['1', '2lb', '2mb']","['2016', '2017', '2018', '2019', '2020']",2017,3,,,,,,,,,,,,,,,,,,,,,,,
Daimler_2020_report,partial,"['1', '2lb', '2mb']","['2016', '2017', '2018', '2019', '2020']",2018,3,,,,,,,,,,,,,,,,,,,,,,,
Daimler_2020_report,partial,"['1', '2lb', '2mb']","['2016', '2017', '2018', '2019', '2020']",2019,3,,,,,,,,,,,,,,,,,,,,,,,
Daimler_2020_report,partial,"['1', '2lb', '2mb']","['2016', '2017', '2018', '2019', '2020']",2020,3,,,,,,"[8.1, 1.0, 5.6, 33.7, 0.4]","[8.1, 1.0, 5.6, 33.7, 0.4]","[8.1, 1.0, 5.6, 33.7, 0.4]","[8.1, 0.8, 1.0, 5.6, 33.7, 0.4]","[8.1, 1.0, 5.6, 33.7, 0.4]","[49.7, 8.1, 1.0, 5.6, 33.7, 0.4]","['tons per vehicle', 'tons per vehicle', 'tons per vehicle', 'tons per vehicle', 'tons per vehicle']","['tons per vehicle', 'tons per vehicle', 'tons per vehicle', 'tons per vehicle', 'tons per vehicle']","['tons per vehicle', 'tons per vehicle', 'tons per vehicle', 'tons per vehicle', 'tons per vehicle']","['tons per vehicle', 'tons per vehicle', 'tons per vehicle', 'tons per vehicle', 'tons per vehicle', 'tons per vehicle']","['tons per vehicle', 'tons per vehicle', 'tons per vehicle', 'tons per vehicle', 'tons per vehicle']","['tons per vehicle', 'tons per vehicle', 'tons per vehicle', 'tons per vehicle', 'tons per vehicle', 'tons per vehicle']","['Scope 3 Production: Procured goods and services', 'Scope 3 Logistics: Transport and distribution (upstream and downstream)', 'Scope 3 Use phase: Fuel and electricity production (well-to-tank)', 'Scope 3 Use phase: Vehicle operation (tank-to-wheel)', 'Scope 3 End of Life: Recycling and waste disposal']","['Scope 3 Production: Procured goods and services', 'Scope 3 Logistics: Transport and distribution (upstream and downstream)', 'Scope 3 Use phase: Fuel and electricity production (well-to-tank)', 'Scope 3 Use phase: Vehicle operation (tank-to-wheel)', 'Scope 3 End of Life: Recycling and waste disposal']","['Scope 3 Production', 'Scope 3 Logistics', 'Scope 3 Use phase: Well-to-tank', 'Scope 3 Use phase: Tank-to-wheel', 'Scope 3 End of Life']","['Scope 3 Production: Procured goods and services', 'Scope 1 and 2: Mercedes-Benz Cars production', 'Scope 3 Logistics: Transport and distribution (upstream and downstream)', 'Scope 3 Use phase: Fuel and electricity production (well-to-tank)', 'Scope 3 Use phase: Vehicle operation (tank-to-wheel)', 'Scope 3 End of Life: Recycling and waste disposal']","['Scope 3 Production: Procured goods and services', 'Scope 3 Logistics: Transport and distribution (upstream and downstream)', 'Scope 3 Use phase: Fuel and electricity production (well-to-tank)', 'Scope 3 Use phase: Vehicle operation (tank-to-wheel)', 'Scope 3 End of Life: Recycling and waste disposal']","['Average CO₂ value for Mercedes-Benz car fleet worldwide', 'Scope 3 Production: Procured goods and services', 'Scope 3 Logistics: Transport and distribution', 'Scope 3 Use phase: Fuel and electricity production (well-to-tank)', 'Scope 3 Use phase: Vehicle operation (tank-to-wheel)', 'Scope 3 End of Life: Recycling and waste disposal']"
Daimler_2020_report,partial,"['1', '2lb', '2mb']","['2016', '2017', '2018', '2019', '2020']",2021,3,,,,,,,,,,,,,,,,,,,,,,,
Daimler_2020_report,partial,"['1', '2lb', '2mb']","['2016', '2017', '2018', '2019', '2020']",2022,3,,,,,,,,,,,,,,,,,,,,,,,
dampskibsselskabet norden_2019_report,partial,"['1', '2lb', '3']","['2017', '2018', '2019']",2013,1,,,,,,,,,,,,,,,,,,,,,,,
dampskibsselskabet norden_2019_report,partial,"['1', '2lb', '3']","['2017', '2018', '2019']",2014,1,,,,,,,,,,,,,,,,,,,,,,,
dampskibsselskabet norden_2019_report,partial,"['1', '2lb', '3']","['2017', '2018', '2019']",2015,1,,,,,,,,,,,,,,,,,,,,,,,
dampskibsselskabet norden_2019_report,partial,"['1', '2lb', '3']","['2017', '2018', '2019']",2016,1,,,,,,,,,,,,,,,,,,,,,,,
dampskibsselskabet norden_2019_report,partial,"['1', '2lb', '3']","['2017', '2018', '2019']",2017,1,63,3757.0,"1,000 tonnes",kt,Direct CO2 emissions (Scope 1 GhG protocol),[3757.0],[3757.0],,[3757.0],[3757.0],[3757.0],"['1,000 tonnes']","['1,000 tonnes']",,"['1,000 tonnes']","['1,000 tonnes']","['1,000 tonnes']",['Direct CO2 emissions (Scope 1 GHG protocol)*'],['Direct CO2 emissions (Scope 1 GHG protocol)'],,['Direct CO2 emissions (Scope 1 GHG protocol)*'],['Direct CO2 emissions (Scope 1 GHG protocol)'],['Direct CO2 emissions (Scope 1 GHG protocol)']
dampskibsselskabet norden_2019_report,partial,"['1', '2lb', '3']","['2017', '2018', '2019']",2018,1,63,3829.0,"1,000 tonnes",kt,Direct CO2 emissions (Scope 1 GhG protocol),[3829.0],[3829.0],,[3829.0],[3829.0],[3829.0],"['1,000 tonnes']","['1,000 tonnes']",,"['1,000 tonnes']","['1,000 tonnes']","['1,000 tonnes']",['Direct CO2 emissions (Scope 1 GHG protocol)*'],['Direct CO2 emissions (Scope 1 GHG protocol)'],,['Direct CO2 emissions (Scope 1 GHG protocol)*'],['Direct CO2 emissions (Scope 1 GHG protocol)'],['Direct CO2 emissions (Scope 1 GHG protocol)']
dampskibsselskabet norden_2019_report,partial,"['1', '2lb', '3']","['2017', '2018', '2019']",2019,1,63,4088.0,"1,000 tonnes",kt,Direct CO2 emissions (Scope 1 GhG protocol),[4088.0],[4088.0],[4088.0],[4088.0],[4088.0],[4088.0],"['1,000 tonnes']","['1,000 tonnes']","['1,000 tonnes']","['1,000 tonnes']","['1,000 tonnes']","['1,000 tonnes']",['Direct CO2 emissions (Scope 1 GHG protocol)*'],['Direct CO2 emissions (Scope 1 GHG protocol)'],['Direct CO2 emissions (Scope 1 GHG protocol)*'],['Direct CO2 emissions (Scope 1 GHG protocol)*'],['Direct CO2 emissions (Scope 1 GHG protocol)'],['Direct CO2 emissions (Scope 1 GHG protocol)']
dampskibsselskabet norden_2019_report,partial,"['1', '2lb', '3']","['2017', '2018', '2019']",2020,1,,,,,,,,,,,,,,,,,,,,,,,
dampskibsselskabet norden_2019_report,partial,"['1', '2lb', '3']","['2017', '2018', '2019']",2021,1,,,,,,,,,,,,,,,,,,,,,,,
dampskibsselskabet norden_2019_report,partial,"['1', '2lb', '3']","['2017', '2018', '2019']",2022,1,,,,,,,,,,,,,,,,,,,,,,,
dampskibsselskabet norden_2019_report,partial,"['1', '2lb', '3']","['2017', '2018', '2019']",2013,2lb,,,,,,,,,,,,,,,,,,,,,,,
dampskibsselskabet norden_2019_report,partial,"['1', '2lb', '3']","['2017', '2018', '2019']",2014,2lb,,,,,,,,,,,,,,,,,,,,,,,
dampskibsselskabet norden_2019_report,partial,"['1', '2lb', '3']","['2017', '2018', '2019']",2015,2lb,,,,,,,,,,,,,,,,,,,,,,,
dampskibsselskabet norden_2019_report,partial,"['1', '2lb', '3']","['2017', '2018', '2019']",2016,2lb,,,,,,,,,,,,,,,,,,,,,,,
dampskibsselskabet norden_2019_report,partial,"['1', '2lb', '3']","['2017', '2018', '2019']",2017,2lb,63,0.4,"CO2 emissions (1,000 tonnes)","CO2 emissions (1,000 tonnes)",Indirect CO2 emissions (Scope 2 GhG protocol),[0.4],,,,,,"['1,000 tonnes']",,,,,,['Indirect CO2 emissions (Scope 2 GHG protocol)**'],,,,,
dampskibsselskabet norden_2019_report,partial,"['1', '2lb', '3']","['2017', '2018', '2019']",2018,2lb,63,0.4,"CO2 emissions (1,000 tonnes)","CO2 emissions (1,000 tonnes)",Indirect CO2 emissions (Scope 2 GhG protocol),[0.4],,,,,,"['1,000 tonnes']",,,,,,['Indirect CO2 emissions (Scope 2 GHG protocol)**'],,,,,
dampskibsselskabet norden_2019_report,partial,"['1', '2lb', '3']","['2017', '2018', '2019']",2019,2lb,63,0.2,"CO2 emissions (1,000 tonnes)","CO2 emissions (1,000 tonnes)",Indirect CO2 emissions (Scope 2 GhG protocol),[0.2],,,,,,"['1,000 tonnes']",,,,,,['Indirect CO2 emissions (Scope 2 GHG protocol)**'],,,,,
dampskibsselskabet norden_2019_report,partial,"['1', '2lb', '3']","['2017', '2018', '2019']",2020,2lb,,,,,,,,,,,,,,,,,,,,,,,
dampskibsselskabet norden_2019_report,partial,"['1', '2lb', '3']","['2017', '2018', '2019']",2021,2lb,,,,,,,,,,,,,,,,,,,,,,,
dampskibsselskabet norden_2019_report,partial,"['1', '2lb', '3']","['2017', '2018', '2019']",2022,2lb,,,,,,,,,,,,,,,,,,,,,,,
dampskibsselskabet norden_2019_report,partial,"['1', '2lb', '3']","['2017', '2018', '2019']",2013,2mb,,,,,,,,,,,,,,,,,,,,,,,
dampskibsselskabet norden_2019_report,partial,"['1', '2lb', '3']","['2017', '2018', '2019']",2014,2mb,,,,,,,,,,,,,,,,,,,,,,,
dampskibsselskabet norden_2019_report,partial,"['1', '2lb', '3']","['2017', '2018', '2019']",2015,2mb,,,,,,,,,,,,,,,,,,,,,,,
dampskibsselskabet norden_2019_report,partial,"['1', '2lb', '3']","['2017', '2018', '2019']",2016,2mb,,,,,,,,,,,,,,,,,,,,,,,
dampskibsselskabet norden_2019_report,partial,"['1', '2lb', '3']","['2017', '2018', '2019']",2017,2mb,,,,,,,[0.4],,[0.4],[0.4],[0.4],,"['1,000 tonnes']",,"['1,000 tonnes']","['1,000 tonnes']","['1,000 tonnes']",,['Indirect CO2 emissions (Scope 2 GHG protocol)'],,['Indirect CO2 emissions (Scope 2 GHG protocol)**'],['Indirect CO2 emissions (Scope 2 GHG protocol)'],['Indirect CO2 emissions (Scope 2 GHG protocol)']
dampskibsselskabet norden_2019_report,partial,"['1', '2lb', '3']","['2017', '2018', '2019']",2018,2mb,,,,,,,[0.4],,[0.4],[0.4],[0.4],,"['1,000 tonnes']",,"['1,000 tonnes']","['1,000 tonnes']","['1,000 tonnes']",,['Indirect CO2 emissions (Scope 2 GHG protocol)'],,['Indirect CO2 emissions (Scope 2 GHG protocol)**'],['Indirect CO2 emissions (Scope 2 GHG protocol)'],['Indirect CO2 emissions (Scope 2 GHG protocol)']
dampskibsselskabet norden_2019_report,partial,"['1', '2lb', '3']","['2017', '2018', '2019']",2019,2mb,,,,,,,[0.2],[0.2],[0.2],[0.2],[0.2],,"['1,000 tonnes']","['1,000 tonnes']","['1,000 tonnes']","['1,000 tonnes']","['1,000 tonnes']",,['Indirect CO2 emissions (Scope 2 GHG protocol)'],['Indirect CO2 emissions (Scope 2 GHG protocol)**'],['Indirect CO2 emissions (Scope 2 GHG protocol)**'],['Indirect CO2 emissions (Scope 2 GHG protocol)'],['Indirect CO2 emissions (Scope 2 GHG protocol)']
dampskibsselskabet norden_2019_report,partial,"['1', '2lb', '3']","['2017', '2018', '2019']",2020,2mb,,,,,,,,,,,,,,,,,,,,,,,
dampskibsselskabet norden_2019_report,partial,"['1', '2lb', '3']","['2017', '2018', '2019']",2021,2mb,,,,,,,,,,,,,,,,,,,,,,,
dampskibsselskabet norden_2019_report,partial,"['1', '2lb', '3']","['2017', '2018', '2019']",2022,2mb,,,,,,,,,,,,,,,,,,,,,,,
dampskibsselskabet norden_2019_report,partial,"['1', '2lb', '3']","['2017', '2018', '2019']",2013,3,,,,,,,,,,,,,,,,,,,,,,,
dampskibsselskabet norden_2019_report,partial,"['1', '2lb', '3']","['2017', '2018', '2019']",2014,3,,,,,,,,,,,,,,,,,,,,,,,
dampskibsselskabet norden_2019_report,partial,"['1', '2lb', '3']","['2017', '2018', '2019']",2015,3,,,,,,,,,,,,,,,,,,,,,,,
dampskibsselskabet norden_2019_report,partial,"['1', '2lb', '3']","['2017', '2018', '2019']",2016,3,,,,,,,,,,,,,,,,,,,,,,,
dampskibsselskabet norden_2019_report,partial,"['1', '2lb', '3']","['2017', '2018', '2019']",2017,3,63,3.3,"1,000 tonnes",kt,Other indirect CO2 emissions (Scope 3 GhG protocol),[3.3],[3.3],,[3.3],[3.3],[3.3],"['1,000 tonnes']","['1,000 tonnes']",,"['1,000 tonnes']","['1,000 tonnes']","['1,000 tonnes']",['Other indirect CO2 emissions (Scope 3 GHG protocol)*'],['Other indirect CO2 emissions (Scope 3 GHG protocol)'],,['Other indirect CO2 emissions (Scope 3 GHG protocol)*'],['Other indirect CO2 emissions (Scope 3 GHG protocol)'],['Other indirect CO2 emissions (Scope 3 GHG protocol)']
dampskibsselskabet norden_2019_report,partial,"['1', '2lb', '3']","['2017', '2018', '2019']",2018,3,63,3.0,"1,000 tonnes",kt,Other indirect CO2 emissions (Scope 3 GhG protocol),[3.0],[3.0],,[3.0],[3.0],[3.0],"['1,000 tonnes']","['1,000 tonnes']",,"['1,000 tonnes']","['1,000 tonnes']","['1,000 tonnes']",['Other indirect CO2 emissions (Scope 3 GHG protocol)*'],['Other indirect CO2 emissions (Scope 3 GHG protocol)'],,['Other indirect CO2 emissions (Scope 3 GHG protocol)*'],['Other indirect CO2 emissions (Scope 3 GHG protocol)'],['Other indirect CO2 emissions (Scope 3 GHG protocol)']
dampskibsselskabet norden_2019_report,partial,"['1', '2lb', '3']","['2017', '2018', '2019']",2019,3,63,3.6,"1,000 tonnes",kt,Other indirect CO2 emissions (Scope 3 GhG protocol),[3.6],[3.6],[3.6],[3.6],[3.6],[3.6],"['1,000 tonnes']","['1,000 tonnes']","['1,000 tonnes']","['1,000 tonnes']","['1,000 tonnes']","['1,000 tonnes']",['Other indirect CO2 emissions (Scope 3 GHG protocol)*'],['Other indirect CO2 emissions (Scope 3 GHG protocol)'],['Other indirect CO2 emissions (Scope 3 GHG protocol)*'],['Other indirect CO2 emissions (Scope 3 GHG protocol)*'],['Other indirect CO2 emissions (Scope 3 GHG protocol)'],['Other indirect CO2 emissions (Scope 3 GHG protocol)']
dampskibsselskabet norden_2019_report,partial,"['1', '2lb', '3']","['2017', '2018', '2019']",2020,3,,,,,,,,,,,,,,,,,,,,,,,
dampskibsselskabet norden_2019_report,partial,"['1', '2lb', '3']","['2017', '2018', '2019']",2021,3,,,,,,,,,,,,,,,,,,,,,,,
dampskibsselskabet norden_2019_report,partial,"['1', '2lb', '3']","['2017', '2018', '2019']",2022,3,,,,,,,,,,,,,,,,,,,,,,,
evolution mining ltd_2020_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019', '2020']",2013,1,,,,,,,,,,,,,,,,,,,,,,,
evolution mining ltd_2020_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019', '2020']",2014,1,,,,,,,,,,,,,,,,,,,,,,,
evolution mining ltd_2020_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019', '2020']",2015,1,,,,,,,,,,,,,,,,,,,,,,,
evolution mining ltd_2020_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019', '2020']",2016,1,44,157584.0,t CO2-e,t CO2e,ghg emissions Scope 1/Greenhouse gas emissions Scope 1,,,,,,,,,,,,,,,,,,
evolution mining ltd_2020_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019', '2020']",2017,1,44,167734.0,t CO2-e,t CO2e,ghg emissions Scope 1/Greenhouse gas emissions Scope 1,,,,,,,,,,,,,,,,,,
evolution mining ltd_2020_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019', '2020']",2018,1,44,159061.0,t CO2-e,t CO2e,ghg emissions Scope 1/Greenhouse gas emissions Scope 1,,,,,,,,,,,,,,,,,,
evolution mining ltd_2020_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019', '2020']",2019,1,44,155085.0,t CO2-e,t CO2e,ghg emissions Scope 1/Greenhouse gas emissions Scope 1,,,,,,,,,,,,,,,,,,
evolution mining ltd_2020_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019', '2020']",2020,1,44,157857.0,t CO2-e,t CO2e,ghg emissions Scope 1/Greenhouse gas emissions Scope 1,,,,,,,,,,,,,,,,,,
evolution mining ltd_2020_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019', '2020']",2021,1,,,,,,,,,,,,,,,,,,,,,,,
evolution mining ltd_2020_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019', '2020']",2022,1,,,,,,,,,,,,,,,,,,,,,,,
evolution mining ltd_2020_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019', '2020']",2013,2lb,,,,,,,,,,,,,,,,,,,,,,,
evolution mining ltd_2020_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019', '2020']",2014,2lb,,,,,,,,,,,,,,,,,,,,,,,
evolution mining ltd_2020_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019', '2020']",2015,2lb,,,,,,,,,,,,,,,,,,,,,,,
evolution mining ltd_2020_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019', '2020']",2016,2lb,44,472257.0,t CO2-e,t CO2e,ghg emissions Scope 2/Greenhouse gas emissions Scope 2,,,,,,,,,,,,,,,,,,
evolution mining ltd_2020_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019', '2020']",2017,2lb,44,430993.0,t CO2-e,t CO2e,ghg emissions Scope 2/Greenhouse gas emissions Scope 2,,,,,,,,,,,,,,,,,,
evolution mining ltd_2020_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019', '2020']",2018,2lb,44,394144.0,t CO2-e,t CO2e,ghg emissions Scope 2/Greenhouse gas emissions Scope 2,,,,,,,,,,,,,,,,,,
evolution mining ltd_2020_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019', '2020']",2019,2lb,44,383449.0,t CO2-e,t CO2e,ghg emissions Scope 2/Greenhouse gas emissions Scope 2,,,,,,,,,,,,,,,,,,
evolution mining ltd_2020_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019', '2020']",2020,2lb,44,398187.0,t CO2-e,t CO2e,ghg emissions Scope 2/Greenhouse gas emissions Scope 2,,,,,,,,,,,,,,,,,,
evolution mining ltd_2020_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019', '2020']",2021,2lb,,,,,,,,,,,,,,,,,,,,,,,
evolution mining ltd_2020_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019', '2020']",2022,2lb,,,,,,,,,,,,,,,,,,,,,,,
evolution mining ltd_2020_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019', '2020']",2013,2mb,,,,,,,,,,,,,,,,,,,,,,,
evolution mining ltd_2020_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019', '2020']",2014,2mb,,,,,,,,,,,,,,,,,,,,,,,
evolution mining ltd_2020_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019', '2020']",2015,2mb,,,,,,,,,,,,,,,,,,,,,,,
evolution mining ltd_2020_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019', '2020']",2016,2mb,,,,,,,,,,,,,,,,,,,,,,,
evolution mining ltd_2020_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019', '2020']",2017,2mb,,,,,,,,,,,,,,,,,,,,,,,
evolution mining ltd_2020_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019', '2020']",2018,2mb,,,,,,,,,,,,,,,,,,,,,,,
evolution mining ltd_2020_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019', '2020']",2019,2mb,,,,,,,,,,,,,,,,,,,,,,,
evolution mining ltd_2020_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019', '2020']",2020,2mb,,,,,,,,,,,,,,,,,,,,,,,
evolution mining ltd_2020_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019', '2020']",2021,2mb,,,,,,,,,,,,,,,,,,,,,,,
evolution mining ltd_2020_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019', '2020']",2022,2mb,,,,,,,,,,,,,,,,,,,,,,,
evolution mining ltd_2020_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019', '2020']",2013,3,,,,,,,,,,,,,,,,,,,,,,,
evolution mining ltd_2020_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019', '2020']",2014,3,,,,,,,,,,,,,,,,,,,,,,,
evolution mining ltd_2020_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019', '2020']",2015,3,,,,,,,,,,,,,,,,,,,,,,,
evolution mining ltd_2020_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019', '2020']",2016,3,,,,,,,,,,,,,,,,,,,,,,,
evolution mining ltd_2020_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019', '2020']",2017,3,,,,,,,,,,,,,,,,,,,,,,,
evolution mining ltd_2020_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019', '2020']",2018,3,,,,,,,,,,,,,,,,,,,,,,,
evolution mining ltd_2020_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019', '2020']",2019,3,,,,,,,,,,,,,,,,,,,,,,,
evolution mining ltd_2020_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019', '2020']",2020,3,,,,,,,,,,,,,,,,,,,,,,,
evolution mining ltd_2020_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019', '2020']",2021,3,,,,,,,,,,,,,,,,,,,,,,,
evolution mining ltd_2020_report,partial,"['1', '2lb']","['2016', '2017', '2018', '2019', '2020']",2022,3,,,,,,,,,,,,,,,,,,,,,,,
Fresenius SE_2019_report,partial,"['1', '2lb']","['2018', '2019']",2013,1,,,,,,,,,,,,,,,,,,,,,,,
Fresenius SE_2019_report,partial,"['1', '2lb']","['2018', '2019']",2014,1,,,,,,,,,,,,,,,,,,,,,,,
Fresenius SE_2019_report,partial,"['1', '2lb']","['2018', '2019']",2015,1,,,,,,,,,,,,,,,,,,,,,,,
Fresenius SE_2019_report,partial,"['1', '2lb']","['2018', '2019']",2016,1,,,,,,,,,,,,,,,,,,,,,,,
Fresenius SE_2019_report,partial,"['1', '2lb']","['2018', '2019']",2017,1,,,,,,,,,,"[248.0, 103.0, 6.0]",,,,,,"['t CO₂ equivalents in thousands', 't CO₂ equivalents in thousands', 't CO₂ equivalents in thousands']",,,,,,"['Fresenius Kabi', 'Fresenius Helios', 'Fresenius Vamed']",
Fresenius SE_2019_report,partial,"['1', '2lb']","['2018', '2019']",2018,1,126,521.0,t CO2 equivalents in thousands,kt CO2e,Scope 1,[521.0],[521.0],[219.0],[521.0],"[521.0, 219.0, 169.0, 114.0, 19.0]","[521.0, 219.0, 169.0, 114.0, 19.0]",['thousand t CO2 equivalents'],['tCO2 equivalents in thousands'],['tCO₂ equivalents in thousands'],['tCO₂ equivalents in thousands'],"['t CO₂ equivalents in thousands', 't CO₂ equivalents in thousands', 't CO₂ equivalents in thousands', 't CO₂ equivalents in thousands', 't CO₂ equivalents in thousands']","['t CO₂ equivalents in thousands', 't CO₂ equivalents in thousands', 't CO₂ equivalents in thousands', 't CO₂ equivalents in thousands', 't CO₂ equivalents in thousands']",['Total'],['Total'],['Scope 1'],['Total'],"['Total', 'Fresenius Medical Care', 'Fresenius Kabi', 'Fresenius Helios', 'Fresenius Vamed']","['Total', 'Fresenius Medical Care', 'Fresenius Kabi', 'Fresenius Helios', 'Fresenius Vamed']"
